gene_ID	counts	Control1	Control2	Control3
132228	LOC100129307	0	0	0
4046	LOC100129316	0	1	0
729862	LOC100129434	0	0	0
51599	LOC100129518	12	7	20
4047	LOC100129534	15	17	15
7940	LOC100129603	0	0	1
4049	LOC100129617	0	0	0
4048	LOC100129620	0	0	0
4050	LOC100129636	0	0	1
1241	LOC100129697	0	0	0
56413	LOC100129917	73	71	51
4052	LOC100129931	1	0	0
4053	LOC100129935	0	0	0
4054	LOC100129940	132	94	175
8425	LOC100130075	0	0	0
4055	LOC100130111	0	0	0
4056	LOC100130172	0	1	0
4057	LOC100130238	0	0	0
4058	LOC100130264	0	0	0
26046	LOC100130298	0	0	0
84946	LOC100130331	0	0	0
106182249	LOC100130357	3	3	3
100506895	LOC100130370	0	0	1
55692	LOC100130417	2	1	3
51631	LOC100130451	1	1	4
51747	LOC100130452	0	1	2
100505994	LOC100130476	1	0	1
4060	LOC100130520	0	0	0
104564224	LOC100130548	0	0	0
541468	LOC100130587	0	0	0
286343	LOC100130673	1	0	0
101929467	LOC100130691	1	4	1
7798	LOC100130698	0	0	0
338645	LOC100130705	3	5	5
51213	LOC100130744	5	6	10
767558	LOC100130849	0	0	0
206338	LOC100130872	12	12	19
56925	LOC100130880	0	0	0
8581	LOC100130899	45	43	77
4061	LOC100130950	4	2	5
58496	LOC100130964	0	0	0
80741	LOC100130987	2	2	9
80740	LOC100130992	1	3	8
58530	LOC100131047	0	0	0
79136	LOC100131107	0	0	0
259215	LOC100131257	0	0	1
4062	LOC100131289	0	0	0
54742	LOC100131303	0	0	0
4065	LOC100131315	0	0	0
100526664	LOC100131347	5	2	2
9450	LOC100131496	1	0	4
285780	LOC100131532	0	0	0
4063	LOC100131626	0	1	0
23643	LOC100131635	0	0	0
55646	LOC100131655	4	5	3
129530	LOC100132057	8	7	14
254773	LOC100132062	0	0	0
4066	LOC100132077	0	0	2
4067	LOC100132078	0	0	0
66004	LOC100132111	1	2	0
116372	LOC100132146	0	0	0
137797	LOC100132215	64	26	102
27076	LOC100132249	5	1	2
147719	LOC100132287	0	0	0
284348	LOC100132356	12	23	32
130574	LOC100132686	1	2	0
130576	LOC100132735	0	0	0
646627	LOC100132741	0	0	0
10434	LOC100132781	9	3	8
11313	LOC100132813	1	0	0
388499	LOC100132831	0	0	0
127018	LOC100133050	0	0	0
102723886	LOC100133077	3	0	0
57149	LOC100133091	11	9	5
57226	LOC100133267	0	0	0
57128	LOC100133286	1	0	2
100129461	LOC100133315	17	18	31
90624	LOC100133331	0	0	0
201229	LOC100133669	0	0	0
388695	LOC100133920	0	3	0
256586	LOC100134317	0	0	1
116068	LOC100134368	2	4	0
145748	LOC100134391	0	0	0
1130	LOC100134868	0	0	1
10894	LOC100144595	0	0	0
4069	LOC100147773	7	11	14
84569	LOC100190986	6	3	7
119180	LOC100192426	0	0	0
131375	LOC100233156	0	0	0
57151	LOC100240728	0	0	0
84328	LOC100240734	0	0	0
54585	LOC100240735	1	0	3
8216	LOC100268168	9	11	15
11178	LOC100270746	10	6	18
100874051	LOC100270804	6	2	3
84445	LOC100271832	0	2	0
9762	LOC100272217	14	17	12
130951	LOC100286922	4	1	2
4074	LOC100287010	0	0	0
4081	LOC100287015	28	22	63
10586	LOC100287036	1	1	0
126868	LOC100287042	13	15	11
346389	LOC100287072	2	1	1
100874041	LOC100287497	13	4	9
23499	LOC100287632	1	0	0
28992	LOC100287704	0	0	0
140733	LOC100287792	0	2	2
100379174	LOC100287834	0	0	0
140848	LOC100287846	15	8	27
8379	LOC100287896	24	12	30
4085	LOC100287944	2	0	0
9587	LOC100288069	5	1	2
10459	LOC100288123	0	0	1
8174	LOC100288162	0	0	0
8567	LOC100288181	0	0	0
10296	LOC100288203	9	16	17
84944	LOC100288208	0	0	0
4094	LOC100288254	0	0	0
84232	LOC100288570	0	0	0
389692	LOC100288637	49	35	59
104326051	LOC100288748	25	22	45
9935	LOC100288778	2	1	3
23764	LOC100288798	7	8	23
4097	LOC100288842	3	1	6
128385369	LOC100288846	2	6	9
727764	LOC100288866	0	0	0
7975	LOC100288911	2	0	7
102467146	LOC100288966	0	0	0
4099	LOC100289230	14	12	28
4100	LOC100289333	0	3	1
4109	LOC100289361	50	48	79
4110	LOC100289473	0	0	1
4111	LOC100289495	5	4	4
4101	LOC100289511	0	0	0
266740	LOC100289561	18	16	20
4102	LOC100289580	5	3	5
4103	LOC100289656	0	0	0
4105	LOC100294145	286	277	411
4107	LOC100294362	1	0	1
101410537	LOC100303749	6	10	10
4108	LOC100335030	39	36	39
728269	LOC100379224	1	4	6
4112	LOC100419170	0	0	0
139422	LOC100419583	48	47	88
139604	LOC100420587	3	1	3
645864	LOC100421746	0	0	0
286514	LOC100422212	0	0	0
4113	LOC100422556	3	5	2
4114	LOC100422737	0	0	0
4115	LOC100499194	1	0	0
347541	LOC100499484	2	4	8
158809	LOC100499484-C9ORF174	0	0	0
9947	LOC100499489	5	7	11
51438	LOC100500773	4	4	3
139081	LOC100505530	0	0	0
9500	LOC100505549	26	31	54
10916	LOC100505585	4	3	4
728239	LOC100505588	0	1	0
81557	LOC100505622	0	0	0
57692	LOC100505635	0	0	0
139599	LOC100505658	5	3	7
64110	LOC100505715	7	11	7
28986	LOC100505716	8	6	6
54551	LOC100505736	3	2	6
9223	LOC100505774	0	1	0
100873983	LOC100505782	0	0	0
151877	LOC100505795	2	1	0
9863	LOC100505797	0	0	0
100874021	LOC100505817	0	0	0
100505881	LOC100505824	0	0	0
260425	LOC100505841	0	0	0
79917	LOC100505874	0	0	0
4116	LOC100505912	0	0	1
100506898	LOC100505915	1	0	0
55110	LOC100505918	3	1	8
84061	LOC100505921	1	3	1
79568	LOC100505938	11	8	28
283129	LOC100505942	0	2	2
4117	LOC100505978	0	0	0
84549	LOC100505984	0	0	0
4118	LOC100506016	0	0	0
114569	LOC100506022	0	0	1
378938	LOC100506023	4	7	4
7851	LOC100506071	0	1	0
340895	LOC100506076	0	0	0
115416	LOC100506082	2	4	1
10892	LOC100506083	3	4	7
256691	LOC100506098	0	0	0
100507244	LOC100506100	42	50	79
158056	LOC100506113	0	4	2
9794	LOC100506123	0	0	0
84441	LOC100506124	3	4	4
55534	LOC100506125	4	9	7
10046	LOC100506127	19	15	21
284358	LOC100506142	0	0	0
4121	LOC100506175	0	0	0
10905	LOC100506178	0	0	0
11253	LOC100506188	0	0	0
57134	LOC100506207	0	0	0
4124	LOC100506258	1	1	0
4122	LOC100506271	0	0	0
4125	LOC100506272	0	0	0
23324	LOC100506274	0	0	0
4123	LOC100506281	1	1	0
4126	LOC100506302	25	5	22
63905	LOC100506314	13	19	23
79694	LOC100506321	15	16	21
149175	LOC100506368	1	0	2
7873	LOC100506384	0	0	0
54682	LOC100506388	0	0	0
100287284	LOC100506403	0	0	0
4128	LOC100506406	0	0	0
4129	LOC100506422	0	0	0
54627	LOC100506444	0	0	0
4130	LOC100506472	9	3	6
4131	LOC100506474	0	0	0
84557	LOC100506476	1	2	2
81631	LOC100506497	1	0	1
643246	LOC100506548	337	283	448
440738	LOC100506551	11	3	9
55201	LOC100506585	2	0	0
4133	LOC100506606	34	23	31
5604	LOC100506639	3	4	1
5605	LOC100506675	56	19	85
5606	LOC100506679	0	0	0
6416	LOC100506682	2	4	4
139201	LOC100506688	5	3	6
5607	LOC100506691	46	56	79
5608	LOC100506725	0	0	0
5609	LOC100506730	82	49	131
4214	LOC100506746	19	19	29
4294	LOC100506747	1	1	1
4296	LOC100506790	0	0	0
7786	LOC100506797	1	0	0
9175	LOC100506801	0	0	1
9020	LOC100506804	5	6	5
100133991	LOC100506844	14	23	29
389840	LOC100506858	0	0	0
80122	LOC100506869	0	0	0
10746	LOC100506885	11	3	9
339751	LOC100506937	0	0	0
84451	LOC100506985	2	1	4
4215	LOC100506990	15	9	21
4216	LOC100507002	21	6	17
4217	LOC100507006	0	0	1
9064	LOC100507053	1	1	1
6885	LOC100507065	0	0	0
56911	LOC100507071	1	2	2
1326	LOC100507144	0	0	0
4293	LOC100507156	1	1	2
4134	LOC100507194	0	0	0
11184	LOC100507205	0	0	0
5871	LOC100507250	1	2	3
8491	LOC100507283	2	4	1
9448	LOC100507291	27	22	18
11183	LOC100507334	0	0	0
4135	LOC100507346	2	3	3
79929	LOC100507351	2	0	0
9053	LOC100507373	12	11	19
55700	LOC100507377	0	0	0
256714	LOC100507384	0	0	0
79649	LOC100507387	0	0	0
79884	LOC100507388	6	2	3
5594	LOC100507389	1	3	0
5602	LOC100507406	0	0	0
5600	LOC100507412	0	0	0
6300	LOC100507424	7	3	8
5603	LOC100507431	0	0	1
1432	LOC100507437	2	2	3
225689	LOC100507443	0	0	0
93487	LOC100507464	0	0	0
5595	LOC100507468	0	0	0
5596	LOC100507472	0	0	0
5597	LOC100507477	0	0	0
5598	LOC100507487	9	5	17
5599	LOC100507506	0	0	0
9479	LOC100507507	15	22	33
644172	LOC100507537	0	0	2
23542	LOC100507547	14	2	13
23162	LOC100507548	0	0	0
5601	LOC100507557	7	10	18
79109	LOC100507564	0	0	0
9261	LOC100507599	37	16	57
7867	LOC100507600	0	0	0
8550	LOC100507634	1	1	2
51275	LOC100507642	0	0	0
23005	LOC100507657	0	0	0
22919	LOC100507670	3	7	11
10982	LOC100508046	0	1	0
22924	LOC100508631	0	0	0
4137	LOC100630923	0	0	0
100128977	LOC100631378	4	4	13
100130148	LOC100652758	10	8	8
4082	LOC100652768	3	0	2
65108	LOC100652931	0	0	0
8685	LOC100652999	1	0	0
9665	LOC100653233	63	50	44
4139	LOC100861532	0	0	0
2011	LOC100996249	0	0	0
100507674	LOC100996251	2	8	4
4140	LOC100996263	0	0	0
57787	LOC100996325	0	0	0
92935	LOC100996335	0	0	0
83742	LOC100996349	0	0	0
153562	LOC100996351	0	0	0
91862	LOC100996385	0	0	0
4142	LOC100996415	0	0	0
116511	LOC100996419	8	3	12
109136578	LOC100996437	31	27	36
5648	LOC100996447	32	12	35
10747	LOC100996455	0	0	0
22983	LOC100996583	0	0	0
23139	LOC100996634	0	0	0
23031	LOC100996635	0	0	0
375449	LOC100996654	1	0	1
101928794	LOC100996664	0	2	4
84930	LOC100996671	0	0	0
4143	LOC100996693	3	0	4
4144	LOC100996694	0	0	0
27430	LOC100996724	12	9	20
4145	LOC100996741	0	0	0
4146	LOC100996842	3	1	7
100129196	LOC101059915	9	7	14
4147	LOC101059948	0	0	0
4148	LOC101060091	5	8	3
8785	LOC101060391	0	0	0
9782	LOC101060524	0	0	0
23383	LOC101060553	3	1	2
57506	LOC101241902	2	4	7
4149	LOC101409256	0	0	3
4150	LOC101448202	0	0	1
4151	LOC101559451	6	7	14
151963	LOC101593348	11	5	22
4152	LOC101805491	0	0	0
8932	LOC101926889	0	1	2
53615	LOC101926892	0	0	0
85509	LOC101926898	0	0	0
125997	LOC101926905	0	0	0
653657	LOC101926908	0	0	0
653656	LOC101926911	1	3	0
284428	LOC101926913	0	0	1
8930	LOC101926915	1	0	1
55777	LOC101926933	0	0	1
114785	LOC101926934	1	0	0
51562	LOC101926935	8	14	14
8512	LOC101926941	9	7	15
4153	LOC101926942	0	0	0
255374	LOC101926943	1	0	0
153364	LOC101926944	0	1	0
4154	LOC101926948	0	0	0
401093	LOC101926960	0	0	0
10150	LOC101926962	0	1	2
55796	LOC101926963	0	0	0
154141	LOC101926964	0	0	0
129642	LOC101926968	0	0	0
619373	LOC101927000	0	0	0
79143	LOC101927018	2	0	0
4155	LOC101927020	0	0	0
54799	LOC101927021	67	59	85
8720	LOC101927023	0	2	4
51360	LOC101927027	34	14	35
4157	LOC101927040	0	0	3
4158	LOC101927043	0	1	0
4159	LOC101927045	3	2	7
4160	LOC101927048	0	0	0
4161	LOC101927050	0	0	0
4162	LOC101927051	0	0	0
27349	LOC101927053	0	0	1
4163	LOC101927055	0	0	0
56922	LOC101927056	3	1	4
64087	LOC101927066	0	0	0
401250	LOC101927069	0	0	0
84693	LOC101927070	0	0	0
199675	LOC101927078	0	0	2
4168	LOC101927079	0	0	1
23263	LOC101927082	0	0	0
100289410	LOC101927087	1	0	0
23101	LOC101927100	9	6	12
90411	LOC101927120	0	0	0
2847	LOC101927124	1	0	2
84539	LOC101927131	0	0	1
728012	LOC101927136	0	0	0
345643	LOC101927139	0	0	0
4170	LOC101927141	0	0	0
55388	LOC101927142	0	1	0
4171	LOC101927143	0	0	0
4172	LOC101927151	50	36	56
8888	LOC101927157	0	0	0
114044	LOC101927159	0	0	0
4173	LOC101927164	2	0	0
4174	LOC101927166	0	0	2
4175	LOC101927168	0	1	0
4176	LOC101927178	5	7	10
84515	LOC101927179	2	0	0
101929225	LOC101927181	5	3	3
254394	LOC101927188	0	0	0
79892	LOC101927189	0	0	0
157777	LOC101927190	3	6	10
57192	LOC101927196	2	1	5
255231	LOC101927204	62	46	116
55283	LOC101927211	7	0	1
79648	LOC101927237	0	4	1
100507530	LOC101927243	0	0	0
348262	LOC101927248	0	0	1
84331	LOC101927257	9	2	15
10445	LOC101927267	10	7	6
79772	LOC101927269	0	0	0
55784	LOC101927272	0	0	0
28985	LOC101927278	0	0	0
90550	LOC101927284	1	0	3
55013	LOC101927296	0	0	0
63933	LOC101927305	0	0	0
9656	LOC101927310	1	0	2
106478956	LOC101927314	0	0	1
4188	LOC101927318	0	0	0
29969	LOC101927322	0	0	2
266727	LOC101927342	0	0	0
161357	LOC101927354	0	0	0
4190	LOC101927356	0	2	1
130752	LOC101927357	0	0	1
4191	LOC101927358	0	0	0
4192	LOC101927359	22	5	19
56890	LOC101927365	0	0	1
4193	LOC101927374	0	0	0
4194	LOC101927377	0	0	1
23195	LOC101927378	0	0	0
145553	LOC101927391	29	25	58
259283	LOC101927394	0	0	0
4199	LOC101927402	4	2	3
4200	LOC101927410	0	0	0
10873	LOC101927415	5	4	9
4201	LOC101927418	0	0	0
64769	LOC101927419	2	0	2
105378111	LOC101927420	5	9	13
2122	LOC101927421	0	0	0
4204	LOC101927429	0	0	0
51102	LOC101927434	0	0	0
5469	LOC101927437	0	0	0
84246	LOC101927446	0	0	0
400569	LOC101927447	0	0	0
9968	LOC101927450	0	0	0
116931	LOC101927468	0	0	0
9969	LOC101927472	1	0	0
23389	LOC101927476	0	2	2
9282	LOC101927478	0	0	0
100873985	LOC101927480	0	1	0
51586	LOC101927482	0	0	0
285103	LOC101927488	0	0	0
10025	LOC101927495	1	0	0
9440	LOC101927497	0	0	0
54797	LOC101927501	1	0	0
219541	LOC101927502	0	0	0
9477	LOC101927503	1	0	0
9412	LOC101927513	0	0	0
6837	LOC101927523	0	0	0
9439	LOC101927539	0	0	0
9862	LOC101927543	0	1	1
81857	LOC101927549	0	0	0
9441	LOC101927550	23	29	36
9442	LOC101927557	0	0	0
80306	LOC101927560	0	0	0
55588	LOC101927571	2	0	1
90390	LOC101927572	10	3	10
51003	LOC101927575	0	0	0
29079	LOC101927583	0	0	0
100873965	LOC101927588	0	0	0
10001	LOC101927596	0	0	0
9443	LOC101927604	1	0	0
112950	LOC101927620	0	0	4
55090	LOC101927623	0	1	0
84935	LOC101927630	0	0	0
4205	LOC101927635	0	0	0
100271849	LOC101927636	2	1	5
4208	LOC101927640	0	0	0
101929423	LOC101927657	0	0	0
109729137	LOC101927661	0	0	0
4209	LOC101927666	0	0	0
4210	LOC101927668	0	0	0
55384	LOC101927686	0	0	0
79104	LOC101927690	0	0	0
100507257	LOC101927691	0	0	0
84466	LOC101927692	0	0	0
84465	LOC101927708	2	0	0
1953	LOC101927709	0	0	0
1954	LOC101927727	0	0	0
1955	LOC101927730	0	0	0
150365	LOC101927746	27	18	32
101928601	LOC101927751	10	6	12
644890	LOC101927752	151	87	172
728637	LOC101927755	3	2	0
254528	LOC101927759	9	7	17
284071	LOC101927762	0	1	0
4211	LOC101927765	24	25	35
100873998	LOC101927769	0	0	0
730198	LOC101927770	2	0	0
4212	LOC101927780	1	3	5
56917	LOC101927787	0	0	0
4213	LOC101927793	0	0	0
9833	LOC101927795	0	0	0
4241	LOC101927798	0	0	0
100507057	LOC101927809	9	5	22
51072	LOC101927811	1	3	8
4221	LOC101927814	0	0	0
4222	LOC101927815	0	0	0
4223	LOC101927817	7	5	7
4224	LOC101927822	0	0	0
4225	LOC101927827	0	0	0
56257	LOC101927829	0	0	1
56955	LOC101927830	0	0	0
10461	LOC101927839	0	0	0
55897	LOC101927844	0	0	0
145873	LOC101927845	0	0	0
4232	LOC101927847	0	0	0
317751	LOC101927851	0	0	0
4233	LOC101927854	2	2	1
23173	LOC101927855	0	0	0
254042	LOC101927859	0	0	0
10988	LOC101927865	0	2	0
79006	LOC101927870	4	0	5
284207	LOC101927877	0	0	0
4234	LOC101927881	0	0	0
51603	LOC101927884	0	0	0
57721	LOC101927895	6	7	8
196074	LOC101927907	0	0	0
79066	LOC101927908	0	0	0
64745	LOC101927911	0	1	0
92342	LOC101927914	0	0	0
151194	LOC101927915	0	0	0
196541	LOC101927919	0	1	1
121952	LOC101927932	0	0	0
79091	LOC101927948	0	0	0
124512	LOC101927950	0	0	1
728464	LOC101927954	0	1	0
84190	LOC101927960	0	0	1
84326	LOC101927964	0	0	0
155368	LOC101927967	0	0	0
339175	LOC101927969	0	0	0
55798	LOC101927972	0	0	1
56339	LOC101927974	10	15	18
64863	LOC101927987	0	0	0
29081	LOC101927989	0	0	0
131965	LOC101928000	30	20	42
79828	LOC101928002	2	1	1
51108	LOC101928008	2	2	0
92312	LOC101928009	0	0	0
84206	LOC101928012	0	0	0
51320	LOC101928020	19	9	25
399664	LOC101928021	0	0	0
4236	LOC101928030	1	0	0
4237	LOC101928034	0	0	0
4238	LOC101928035	0	0	0
9848	LOC101928042	0	0	0
4239	LOC101928048	0	0	0
8076	LOC101928052	0	1	0
56947	LOC101928053	1	4	4
4240	LOC101928058	2	2	1
9258	LOC101928063	1	1	0
55669	LOC101928068	4	2	5
9927	LOC101928069	0	4	1
4242	LOC101928075	0	1	0
83552	LOC101928087	0	0	0
64747	LOC101928093	0	0	0
79157	LOC101928098	1	1	2
126321	LOC101928100	14	5	12
84879	LOC101928103	0	0	0
388931	LOC101928105	0	0	0
54842	LOC101928107	0	0	0
162387	LOC101928111	9	17	23
256471	LOC101928118	2	0	0
23269	LOC101928120	4	1	0
8972	LOC101928123	0	0	0
93432	LOC101928126	9	8	5
84709	LOC101928128	0	0	0
4245	LOC101928131	0	0	0
4247	LOC101928132	1	0	0
4248	LOC101928134	0	0	0
104502417	LOC101928135	0	0	0
11320	LOC101928140	1	0	0
11282	LOC101928143	0	0	0
25834	LOC101928150	0	0	3
152586	LOC101928160	0	0	0
641515	LOC101928161	0	0	0
4249	LOC101928163	0	0	3
146664	LOC101928166	10	7	13
84815	LOC101928168	0	0	0
197003	LOC101928174	0	0	0
85001	LOC101928177	2	1	2
149047	LOC101928185	0	0	0
84789	LOC101928191	0	0	0
414927	LOC101928195	0	0	0
403340	LOC101928201	0	0	0
11343	LOC101928211	0	0	0
92667	LOC101928222	2	0	3
4255	LOC101928226	0	0	0
4256	LOC101928231	0	0	0
23295	LOC101928238	0	2	0
4257	LOC101928251	0	0	0
4258	LOC101928253	0	0	0
4259	LOC101928254	0	0	0
100505771	LOC101928266	0	0	0
104564225	LOC101928269	0	0	0
8190	LOC101928272	0	0	0
100529262	LOC101928273	0	0	0
4253	LOC101928279	2	1	7
375056	LOC101928280	0	0	0
440823	LOC101928283	0	0	0
102724827	LOC101928295	24	23	24
57534	LOC101928298	0	0	0
142678	LOC101928303	0	0	0
100507436	LOC101928304	0	0	0
64780	LOC101928306	0	0	0
9645	LOC101928307	0	0	0
57553	LOC101928314	0	0	0
85377	LOC101928322	0	0	0
79778	LOC101928323	5	1	3
4277	LOC101928324	4	4	6
10367	LOC101928333	10	4	5
221154	LOC101928335	0	0	0
286097	LOC101928336	0	0	1
4281	LOC101928358	4	2	10
58526	LOC101928370	0	0	0
100874211	LOC101928371	3	4	7
11043	LOC101928372	0	0	0
90007	LOC101928381	0	0	0
54471	LOC101928386	1	0	2
125170	LOC101928389	0	0	0
84299	LOC101928398	0	0	0
57708	LOC101928401	0	0	0
54531	LOC101928402	4	2	12
166968	LOC101928403	0	7	6
4282	LOC101928404	1	1	0
284889	LOC101928414	0	0	1
57409	LOC101928416	0	0	0
374986	LOC101928417	0	0	0
84895	LOC101928418	0	0	0
60672	LOC101928424	1	0	0
284021	LOC101928429	0	0	0
100073347	LOC101928433	27	23	31
100507316	LOC101928436	0	0	1
55793	LOC101928437	0	0	0
54629	LOC101928438	2	1	0
80013	LOC101928441	0	0	0
84182	LOC101928443	0	0	0
50488	LOC101928445	1	0	3
9562	LOC101928446	0	0	0
54468	LOC101928453	0	0	0
55586	LOC101928461	7	9	8
4284	LOC101928464	52	49	120
4285	LOC101928475	0	0	0
650794	LOC101928489	2	2	4
145282	LOC101928491	1	0	1
406904	LOC101928495	0	0	0
128826	LOC101928504	12	27	9
406905	LOC101928505	0	2	0
406892	LOC101928510	0	0	1
399959	LOC101928516	0	0	0
406893	LOC101928517	8	8	7
406894	LOC101928519	0	2	2
406895	LOC101928523	0	0	0
406896	LOC101928525	0	0	0
100302238	LOC101928530	0	4	10
100302282	LOC101928535	0	0	0
406897	LOC101928540	0	0	0
406898	LOC101928551	0	0	1
406899	LOC101928557	0	0	0
406900	LOC101928565	2	0	1
406901	LOC101928583	0	1	0
406902	LOC101928590	0	0	0
406903	LOC101928591	0	0	0
100302274	LOC101928595	4	3	14
100302235	LOC101928596	0	0	0
100302256	LOC101928597	1	0	0
100302213	LOC101928605	0	0	0
100302132	LOC101928617	6	2	10
100302122	LOC101928618	0	0	0
100302111	LOC101928622	0	0	0
100422985	LOC101928626	0	0	0
100422977	LOC101928627	0	0	0
100302157	LOC101928650	1	0	0
100302209	LOC101928651	0	0	0
100422837	LOC101928659	13	21	16
100302250	LOC101928661	0	0	0
102466515	LOC101928663	0	0	0
100302113	LOC101928673	20	16	41
100302259	LOC101928674	0	0	0
100302211	LOC101928682	0	0	2
100302185	LOC101928696	1	0	0
100302161	LOC101928697	0	0	0
100302170	LOC101928700	0	0	0
100302175	LOC101928708	0	1	0
100302281	LOC101928718	3	0	0
406906	LOC101928725	4	2	2
100187716	LOC101928728	31	21	35
100188847	LOC101928730	0	0	0
100302232	LOC101928731	3	9	14
100302283	LOC101928737	0	0	0
100302201	LOC101928739	0	0	0
100302156	LOC101928748	0	0	0
100302158	LOC101928775	0	0	0
100302160	LOC101928782	0	0	0
100422845	LOC101928786	0	2	0
100302196	LOC101928791	0	0	0
100302242	LOC101928796	3	0	2
100302280	LOC101928797	0	0	0
100302226	LOC101928804	0	0	0
406907	LOC101928807	0	0	0
406908	LOC101928809	0	0	0
100130155	LOC101928812	0	0	0
406909	LOC101928820	0	0	0
100302188	LOC101928823	0	0	0
100302285	LOC101928834	0	0	0
100422885	LOC101928837	1	0	4
100422872	LOC101928841	3	0	3
103504734	LOC101928844	0	0	0
100302219	LOC101928847	0	0	1
100616324	LOC101928855	2	1	0
100302142	LOC101928858	0	0	0
100302145	LOC101928861	4	2	5
100302143	LOC101928865	6	9	19
100302149	LOC101928881	0	0	0
100302229	LOC101928882	0	0	0
100302289	LOC101928887	0	0	0
100302136	LOC101928894	0	0	0
100302208	LOC101928896	6	2	3
100302193	LOC101928902	0	0	0
100313806	LOC101928907	8	2	8
100313835	LOC101928909	0	0	1
100302155	LOC101928911	0	0	0
100302168	LOC101928924	0	0	0
100302172	LOC101928932	0	0	0
406910	LOC101928936	0	0	1
406911	LOC101928937	0	0	0
406912	LOC101928940	1	1	0
406913	LOC101928942	0	0	0
100302236	LOC101928943	0	0	1
100422991	LOC101928944	0	0	0
100302228	LOC101928961	0	0	0
100302279	LOC101928977	0	0	0
100302148	LOC101928978	0	0	0
100302251	LOC101928985	0	0	0
100302116	LOC101928988	1	1	3
100302202	LOC101928994	0	0	2
100302286	LOC101929006	0	1	2
100302233	LOC101929011	0	0	0
100616121	LOC101929054	5	3	3
100302177	LOC101929057	4	1	6
100616494	LOC101929058	0	0	0
406914	LOC101929064	0	0	0
100302179	LOC101929066	7	5	9
100302203	LOC101929073	0	0	0
100302184	LOC101929076	0	1	0
100422821	LOC101929089	8	3	11
102466247	LOC101929095	1	0	0
100302123	LOC101929099	2	2	1
100302121	LOC101929106	0	0	0
100302214	LOC101929109	0	0	0
100302163	LOC101929116	0	0	0
100302182	LOC101929117	0	0	0
406915	LOC101929122	0	0	0
406916	LOC101929123	0	0	0
100302237	LOC101929124	0	0	0
100302254	LOC101929128	0	0	0
100302265	LOC101929130	0	0	0
100302205	LOC101929134	0	0	2
100302112	LOC101929140	13	4	12
100302218	LOC101929147	45	36	59
100302268	LOC101929148	0	0	0
100302118	LOC101929154	0	0	0
100302133	LOC101929159	3	0	0
100302124	LOC101929161	0	0	0
100302125	LOC101929162	10	1	10
100302134	LOC101929163	0	0	0
406917	LOC101929165	6	3	5
406918	LOC101929172	0	0	0
100302276	LOC101929188	6	3	12
100302221	LOC101929208	0	0	0
100302138	LOC101929210	0	1	1
100302220	LOC101929217	0	0	0
100302181	LOC101929224	0	0	2
100302178	LOC101929227	3	1	3
100847009	LOC101929229	0	0	0
100302150	LOC101929231	2	0	1
100302187	LOC101929234	11	0	3
100302153	LOC101929237	0	0	3
100302167	LOC101929243	22	24	50
100302246	LOC101929259	0	0	0
100302227	LOC101929268	0	0	0
100422834	LOC101929269	0	0	1
100422919	LOC101929279	0	0	0
100302278	LOC101929282	0	0	0
100302128	LOC101929294	0	0	0
100302130	LOC101929295	1	0	0
100302146	LOC101929297	0	0	0
100302140	LOC101929315	0	0	0
100302147	LOC101929319	0	0	0
100302223	LOC101929331	0	0	1
100422831	LOC101929340	45	41	70
100302284	LOC101929341	0	0	0
100302240	LOC101929352	0	0	0
100302270	LOC101929353	2	0	0
100302197	LOC101929371	0	0	0
100302174	LOC101929372	10	4	7
406919	LOC101929380	0	0	0
406920	LOC101929384	0	0	0
406921	LOC101929411	0	0	0
100302171	LOC101929413	0	0	0
100302166	LOC101929415	0	0	0
100302255	LOC101929420	1	0	0
100302212	LOC101929427	0	0	0
406922	LOC101929431	3	1	3
102723167	LOC101929439	0	0	0
406923	LOC101929441	0	0	0
442890	LOC101929445	0	0	0
406924	LOC101929452	0	0	0
100616437	LOC101929457	0	0	0
406925	LOC101929460	0	0	0
406926	LOC101929464	1	0	1
442891	LOC101929470	0	0	0
406927	LOC101929473	0	0	0
406928	LOC101929488	0	0	0
400765	LOC101929497	0	0	0
406929	LOC101929504	0	0	0
406930	LOC101929512	0	0	0
406931	LOC101929516	15	8	29
406932	LOC101929517	0	0	0
406933	LOC101929523	0	2	3
406934	LOC101929524	0	0	0
406935	LOC101929526	3	2	1
406936	LOC101929528	0	0	0
406937	LOC101929529	4	3	4
100302115	LOC101929532	0	1	0
100302258	LOC101929536	0	0	0
406938	LOC101929538	0	0	0
574447	LOC101929541	3	0	2
100302127	LOC101929549	0	1	0
100302126	LOC101929550	0	0	0
406939	LOC101929551	0	0	0
100126311	LOC101929552	0	0	0
406940	LOC101929555	0	0	0
442892	LOC101929563	0	0	4
406941	LOC101929570	1	1	0
406942	LOC101929572	0	0	0
442893	LOC101929574	1	1	2
100616247	LOC101929577	0	0	0
406943	LOC101929579	0	0	0
406944	LOC101929583	0	0	0
406945	LOC101929586	0	0	0
100302139	LOC101929592	0	0	0
100302119	LOC101929595	5	6	4
100302257	LOC101929596	0	0	0
406946	LOC101929613	0	0	0
406947	LOC101929621	0	0	0
114614	LOC101929622	0	0	0
100616251	LOC101929626	12	10	17
406948	LOC101929633	3	1	1
406949	LOC101929645	1	0	0
406950	LOC101929646	0	0	0
406951	LOC101929653	0	0	0
406952	LOC101929657	1	1	0
407975	LOC101929662	0	0	0
406995	LOC101929679	1	2	1
