gene_ID	counts	Control1	Control2	Control3
3127	GPBP1L1	600	488	806
3128	GPC1	26	21	39
3133	GPC2	16	13	21
3134	GPC3	3	1	2
285830	GPC4	53	40	97
3135	GPC5	3	3	8
3136	GPC5-AS1	0	0	1
3137	GPC5-AS2	0	0	0
3139	GPC6	53	25	82
3141	GPC6-AS1	0	0	1
3131	GPC6-AS2	0	0	0
6596	GPCPD1	362	269	608
100873945	GPD1	0	1	3
3142	GPD1L	69	49	81
100873924	GPD2	46	20	73
81502	GPER1	2	1	0
100874042	GPHA2	3	0	2
79618	GPHB5	0	0	0
3145	GPHN	164	110	200
56941	GPI	1310	1041	1779
83872	GPIHBP1	0	0	0
256158	GPKOW	106	99	177
10363	GPLD1	8	3	7
10362	GPM6A	40	19	46
3159	GPM6B	21	7	22
387065	GPN1	115	87	158
8091	GPN2	59	54	70
3146	GPN3	296	203	547
3148	GPNMB	14	6	13
3149	GPR1	0	0	0
128872	GPR1-AS	0	0	0
127540	GPR101	0	0	0
3155	GPR107	464	390	594
54511	GPR108	100	54	113
3156	GPR119	0	0	0
3157	GPR12	1	0	0
3158	GPR132	0	0	0
3150	GPR135	13	19	25
3151	GPR137	55	68	74
283651	GPR137B	32	34	53
9324	GPR137C	38	38	90
100288198	GPR139	0	1	0
10473	GPR141	0	0	0
79366	GPR142	0	0	0
22993	GPR143	7	6	10
10042	GPR146	2	1	0
57824	GPR148	0	0	0
3161	GPR149	0	0	5
101927813	GPR15	0	0	0
3162	GPR150	0	0	0
3163	GPR151	0	1	2
284293	GPR152	0	0	0
3166	GPR153	47	25	49
3167	GPR155	9	3	15
340784	GPR156	0	0	0
6927	GPR157	1	0	0
283460	GPR158	68	69	99
6928	GPR158-AS1	0	0	2
3172	GPR160	35	32	72
101927219	GPR161	4	3	2
3174	GPR162	31	26	47
3176	GPR17	0	0	0
10949	GPR171	1	1	3
3178	GPR173	0	0	0
144983	GPR174	0	0	0
664709	GPR176	4	1	8
728643	GPR179	0	2	2
3181	GPR18	31	19	19
220988	GPR180	165	98	240
10151	GPR182	0	1	0
3182	GPR183	5	3	8
3183	GPR19	1	4	14
343069	GPR20	0	1	0
440563	GPR21	0	0	1
649330	GPR22	18	8	15
101060301	GPR25	0	0	0
3184	GPR26	0	0	0
9987	GPR27	3	3	8
3185	GPR3	5	4	10
3187	GPR31	0	0	0
3188	GPR32	0	0	0
3189	GPR33	0	0	0
3190	GPR34	7	0	3
399881	GPR35	40	21	32
3191	GPR37	89	69	124
92906	GPR37L1	1	0	1
4670	GPR39	0	0	0
10236	GPR4	0	0	0
3192	GPR42	0	0	0
11100	GPR45	0	0	0
221092	GPR50	0	0	0
100534595	GPR50-AS1	0	0	0
112817	GPR52	0	1	0
9456	GPR55	0	0	0
9455	GPR6	1	0	0
9454	GPR61	0	0	1
57594	GPR62	0	1	0
51361	GPR63	13	9	34
29911	GPR65	0	0	0
84376	GPR68	0	0	0
84525	GPR75	3	2	3
84072	GPR75-ASB3	0	0	0
150280	GPR78	1	0	1
101929664	GPR82	1	0	6
100124700	GPR83	1	0	2
100506311	GPR84	0	0	0
100316868	GPR85	12	9	19
285943	GPR87	0	0	1
100133311	GPR88	0	0	0
3198	GPR89A	61	35	92
3206	GPR89B	34	42	53
100874323	GPRASP1	14	13	12
100534589	GPRASP2	1	1	5
3207	GPRC5A	0	2	1
221883	GPRC5B	0	0	1
3209	GPRC5C	177	101	244
3199	GPRC5D	3	4	7
3200	GPRC6A	0	0	0
3201	GPRIN1	24	23	27
3202	GPRIN2	0	2	2
3203	GPRIN3	2	1	6
3204	GPS1	325	304	476
3205	GPS2	262	295	373
100874362	GPSM1	38	36	72
404266	GPSM2	50	61	91
3211	GPSM3	2	0	2
10481	GPT	12	5	6
3212	GPT2	692	674	1265
3213	GPX1	429	408	698
3214	GPX2	4	0	7
3215	GPX3	2	1	10
3216	GPX4	1868	1409	2360
3217	GPX5	0	0	0
3218	GPX6	0	0	0
3219	GPX7	0	0	1
100874363	GPX8	24	39	57
100874364	GRAMD1A	3	1	5
100874365	GRAMD1B	1	0	0
3226	GRAMD1C	22	10	37
3227	GRAMD2	5	7	7
3228	GRAMD3	62	35	77
3229	GRAMD4	7	2	10
100874366	GRAP	0	1	0
3221	GRAP2	0	0	0
3222	GRAPL	0	0	0
3223	GRASP	5	11	16
3224	GRB10	3	6	17
3225	GRB14	11	5	16
100506783	GRB2	739	674	1155
3231	GRB7	172	132	188
3236	GREB1	4	4	3
3237	GREB1L	64	61	85
3238	GREM1	0	0	0
3239	GREM2	0	0	0
3232	GRHL1	70	55	138
3233	GRHL2	148	124	240
3234	GRHL3	2	0	3
3235	GRHPR	367	319	647
3240	GRIA1	0	0	0
101929357	GRIA2	42	39	72
50809	GRIA3	0	0	0
3208	GRIA4	4	3	3
3241	GRID1	0	0	0
51440	GRID1-AS1	0	0	0
3242	GRID2	2	0	1
84842	GRID2IP	0	0	1
54969	GRIFIN	0	0	0
3248	GRIK1	2	1	2
27306	GRIK1-AS1	0	0	0
3249	GRIK1-AS2	0	0	0
100128675	GRIK2	4	10	18
3250	GRIK3	0	0	0
3251	GRIK4	2	3	13
3257	GRIK5	0	0	1
84343	GRIN1	29	29	47
89781	GRIN2A	0	1	0
11234	GRIN2B	0	0	0
79803	GRIN2C	4	5	8
10855	GRIN2D	73	80	124
60495	GRIN3A	47	52	58
3263	GRIN3B	0	0	1
93668	GRINA	1436	1135	1531
55806	GRIP1	10	5	11
3265	GRIP2	1	0	2
101928036	GRIPAP1	799	702	826
3270	GRK1	0	0	0
646962	GRK2	457	329	512
3273	GRK3	48	32	72
3269	GRK4	3	5	12
3274	GRK5	12	7	6
11255	GRK6	166	168	209
59340	GRK6P1	4	1	2
8739	GRK7	0	0	0
388697	GRM1	2	3	3
64342	GRM2	1	2	3
100874343	GRM3	6	9	11
9653	GRM4	7	5	1
9957	GRM5	0	1	0
9956	GRM5-AS1	0	0	0
9955	GRM6	0	1	0
9953	GRM7	2	1	2
9951	GRM7-AS1	0	0	2
222537	GRM7-AS2	0	0	2
64711	GRM7-AS3	0	1	0
9394	GRM8	24	13	23
90161	GRN	1152	1074	1357
100874102	GRP	0	0	0
266722	GRPEL1	579	612	791
3281	GRPEL2	83	46	127
440498	GRPEL2-AS1	0	0	0
150274	GRPR	0	1	0
3290	GRSF1	678	513	1061
374875	GRTP1	60	27	60
3291	GRTP1-AS1	1	1	0
3292	GRWD1	281	214	361
3028	GRXCR1	0	0	0
51170	GRXCR2	0	0	0
51144	GS1-124K5.11	97	62	135
345275	GS1-124K5.4	9	7	29
51171	GS1-24F4.2	0	0	0
3294	GS1-279B7.1	0	1	1
3293	GS1-594A7.3	0	0	0
3295	GS1-600G8.3	0	0	0
8630	GSAP	34	35	63
51478	GSC	0	0	1
158160	GSC2	0	0	0
7923	GSDMA	0	0	0
3283	GSDMB	12	11	15
3284	GSDMC	0	0	0
80270	GSDMD	46	40	38
128102	GSE1	1045	642	1557
729467	GSEC	1	2	1
83693	GSG1	2	2	4
84263	GSG1L	0	0	0
3297	GSG1L2	0	0	0
3298	GSG2	38	33	34
11077	GSK3A	203	160	226
3299	GSK3B	307	250	421
124535	GSKIP	185	116	325
100506164	GSN	28	30	46
100130086	GSN-AS1	7	0	6
101928917	GSPT1	1700	1538	2410
86614	GSPT2	1	1	4
27437	GSR	1458	933	2270
159119	GSS	493	468	633
84941	GSTA1	0	0	0
3320	GSTA2	0	0	0
3326	GSTA3	23	13	17
664618	GSTA4	76	76	143
7184	GSTA5	0	0	0
7190	GSTA7P	0	0	0
259217	GSTCD	488	390	648
116835	GSTK1	228	239	370
6782	GSTM1	0	0	0
51182	GSTM2	0	1	4
3303	GSTM2P1	0	0	0
3304	GSTM3	80	80	101
3305	GSTM4	42	57	90
3306	GSTM5	0	0	0
3308	GSTO1	506	454	637
22824	GSTO2	91	55	109
3309	GSTP1	1	0	3
3310	GSTT1	0	0	0
3311	GSTT1-AS1	0	0	0
3312	GSTT2	0	1	0
3313	GSTT2B	0	0	0
3315	GSTTP1	0	0	1
3316	GSTTP2	0	1	0
100528019	GSTZ1	616	583	661
8988	GSX1	0	0	0
126393	GSX2	0	0	0
27129	GTDC1	41	14	31
26353	GTF2A1	758	613	1531
94086	GTF2A1L	0	0	0
79663	GTF2A2	319	242	491
23640	GTF2B	82	66	143
3329	GTF2E1	122	95	166
3336	GTF2E2	463	418	706
100529241	GTF2F1	431	399	527
3339	GTF2F2	135	156	282
10808	GTF2H1	195	152	282
10553	GTF2H2	0	0	0
27336	GTF2H2B	16	6	13
401233	GTF2H2C	0	2	0
3346	GTF2H2C_2	1	0	1
3347	GTF2H3	357	231	435
3350	GTF2H4	197	157	181
3351	GTF2H5	344	225	582
3352	GTF2I	222	227	300
3354	GTF2IP1	0	0	0
3355	GTF2IP12	4	12	4
3356	GTF2IP20	23	5	15
100874082	GTF2IP23	0	0	5
3357	GTF2IP4	0	0	0
3358	GTF2IP7	6	3	1
3359	GTF2IRD1	33	27	42
9177	GTF2IRD1P1	0	0	0
170572	GTF2IRD2	0	1	0
200909	GTF2IRD2B	1	0	0
285242	GTF3A	427	459	678
106478970	GTF3C1	389	323	478
3360	GTF3C2	103	79	184
3361	GTF3C2-AS1	0	0	0
100128264	GTF3C3	216	165	322
3362	GTF3C4	325	223	408
3363	GTF3C5	161	162	234
93164	GTF3C6	1625	1292	2606
5654	GTPBP1	136	138	155
27429	GTPBP10	214	164	297
94031	GTPBP2	171	55	217
203100	GTPBP3	380	254	411
3064	GTPBP4	536	526	878
100750326	GTPBP6	0	0	0
728655	GTPBP8	63	44	82
30811	GTSCR1	0	0	0
3364	GTSE1	562	608	970
135458	GTSE1-AS1	6	7	13
10075	GTSF1	0	0	0
84329	GTSF1L	0	0	0
3373	GUCA1A	0	0	0
8692	GUCA1B	1	2	4
8372	GUCA1C	0	0	0
23553	GUCA2A	0	0	0
54768	GUCA2B	3	4	6
100288805	GUCD1	772	575	1033
81888	GUCY1A2	765	666	1230
123688	GUCY1A3	838	632	1284
219844	GUCY1B2	8	5	5
57061	GUCY1B3	328	292	452
10525	GUCY2C	9	9	14
25764	GUCY2D	126	83	95
285148	GUCY2EP	0	0	0
3375	GUCY2F	0	0	0
55699	GUCY2GP	0	0	0
200205	GUF1	152	147	248
3381	GUK1	747	639	1046
25998	GULP1	291	205	465
3382	GUSB	303	266	411
130026	GUSBP1	19	18	41
3383	GUSBP10	0	0	0
3384	GUSBP11	12	18	36
3385	GUSBP2	0	1	1
3386	GUSBP3	0	0	0
7087	GUSBP4	13	4	21
23379	GUSBP5	11	7	20
79664	GUSBP9	0	0	0
23463	GVINP1	14	7	15
29851	GVQW2	7	12	11
23308	GXYLT1	416	338	670
3397	GXYLT1P3	0	0	0
3398	GXYLT2	1	0	4
100506299	GYG1	77	106	179
3399	GYG2	1	1	2
3400	GYG2P1	0	0	1
3416	GYPA	0	0	0
3417	GYPB	1	0	0
100507475	GYPC	0	0	0
3418	GYPE	4	0	1
3419	GYS1	556	468	660
3420	GYS2	0	0	0
3421	GZF1	101	78	132
3422	GZMA	0	0	0
91734	GZMB	0	0	0
55853	GZMH	0	0	0
414328	GZMK	0	0	0
3620	GZMM	0	0	0
169355	H19	0	0	0
3423	H1F0	612	367	736
3425	H1FNT	1	0	0
9592	H1FOO	0	0	0
8870	H1FX	2129	1802	2114
51124	H1FX-AS1	5	6	6
51278	H2AFB1	0	0	0
389792	H2AFB2	0	0	0
25900	H2AFB3	0	0	0
126917	H2AFJ	3	4	10
3428	H2AFV	4102	2984	5228
3429	H2AFX	1113	697	1316
122509	H2AFY	1472	1096	2369
83982	H2AFY2	20	16	24
10437	H2AFZ	9864	7085	17646
3430	H2BFM	0	0	0
10561	H2BFWT	0	0	0
10964	H2BFXP	0	0	0
2537	H3F3A	0	0	0
64135	H3F3AP4	56	73	103
3434	H3F3B	2996	2354	5178
439996	H3F3C	0	1	3
3433	H6PD	47	38	67
3437	HAAO	0	0	0
24138	HABP2	0	1	1
8519	HABP4	79	83	130
402778	HACD1	0	0	1
10581	HACD2	366	318	511
10410	HACD3	1203	956	1794
340198	HACD4	12	13	19
387733	HACE1	88	69	137
3439	HACL1	91	52	138
3446	HADH	284	223	457
3447	HADHA	1282	1311	1983
3448	HADHB	249	190	443
3449	HAGH	380	311	623
3451	HAGHL	385	286	441
3440	HAGLR	0	0	0
3452	HAGLROS	0	0	0
3453	HAL	0	0	1
3441	HAMP	0	0	0
3442	HAND1	4	2	0
3443	HAND2	2	0	0
3444	HAND2-AS1	0	0	2
3445	HAO1	1	0	0
3454	HAO2	0	0	4
3455	HAO2-IT1	0	0	0
3456	HAP1	6	3	7
338376	HAPLN1	0	0	0
3458	HAPLN2	1	1	5
100885789	HAPLN3	44	29	31
3459	HAPLN4	1	0	1
3460	HAR1A	0	3	1
56832	HAR1B	0	0	0
282618	HARBI1	10	20	16
282616	HARS	170	165	271
282617	HARS2	115	115	236
101180976	HAS1	0	0	0
163702	HAS2	1	1	0
3467	HAS2-AS1	0	0	2
3475	HAS3	3	9	3
7866	HAT1	235	145	356
55764	HAUS1	363	306	438
9742	HAUS2	236	170	275
26160	HAUS3	58	64	116
90410	HAUS4	178	111	241
64792	HAUS5	108	101	183
11020	HAUS6	103	109	198
112752	HAUS7	204	184	219
56912	HAUS8	171	168	249
51098	HAVCR1	1	3	5
55081	HAVCR1P1	2	2	6
80173	HAVCR2	0	0	0
101929602	HAX1	1110	951	1312
57560	HBA1	3	2	4
28981	HBA2	22	19	19
8100	HBB	2	0	0
3476	HBBP1	0	0	0
280655	HBD	0	0	0
9543	HBE1	19	14	14
57722	HBEGF	29	31	49
3479	HBG1	0	0	0
3480	HBG2	1	0	0
3481	HBM	6	2	10
51214	HBP1	54	35	94
10642	HBQ1	64	53	78
10644	HBS1L	208	208	345
646600	HBZ	0	0	0
10643	HCAR1	0	3	1
3482	HCAR2	1	2	3
3483	HCAR3	0	0	0
3484	HCCAT5	0	0	0
3485	HCCS	177	131	314
3486	HCFC1	672	510	875
3487	HCFC1-AS1	0	0	0
3488	HCFC1R1	120	116	144
3489	HCFC2	259	206	367
3490	HCG11	0	1	0
255130	HCG14	6	1	2
347252	HCG15	3	1	5
374918	HCG17	3	2	3
147920	HCG18	208	171	264
645553	HCG20	0	0	2
388555	HCG2040054	0	1	0
444882	HCG21	0	0	0
79713	HCG22	0	0	0
91156	HCG23	0	0	0
3508	HCG24	0	0	0
388077	HCG25	1	1	6
646370	HCG26	0	0	0
492311	HCG27	1	0	1
3543	HCG4	0	0	0
91353	HCG4B	2	0	0
100423062	HCG9	0	2	0
402665	HCK	0	0	0
3547	HCLS1	2	0	2
285313	HCN1	7	8	18
152404	HCN2	16	13	14
100506765	HCN3	3	0	1
84966	HCN4	0	0	0
283284	HCP5	0	1	0
147710	HCP5B	0	0	0
3321	HCRT	0	0	0
150084	HCRTR1	0	0	1
10261	HCRTR2	0	0	0
93185	HCST	9	7	2
57549	HDAC1	2227	1623	2671
22997	HDAC10	47	31	31
3549	HDAC11	19	12	16
3550	HDAC11-AS1	0	0	0
121457	HDAC2	1002	864	1617
3551	HDAC2-AS2	1	0	2
9641	HDAC3	508	386	630
8517	HDAC4	20	20	39
10320	HDAC5	96	83	134
22807	HDAC6	140	138	178
22806	HDAC7	586	700	1052
64375	HDAC8	225	178	255
64376	HDAC9	16	10	19
3586	HDC	0	0	0
3587	HDDC2	153	132	267
3588	HDDC3	380	264	434
3589	HDGF	3068	2583	4638
3590	HDGFL1	0	0	0
3592	HDGFRP2	250	181	295
101928376	HDGFRP3	128	123	252
3593	HDHD2	174	146	218
3594	HDHD3	20	20	29
3595	HDHD5	222	132	387
3596	HDHD5-AS1	4	4	2
3597	HDLBP	1629	1828	2399
3598	HDX	34	26	37
3600	HEATR1	377	434	643
3601	HEATR3	125	95	202
3603	HEATR4	1	2	3
3605	HEATR5A	115	122	185
27190	HEATR5B	173	165	288
27189	HEATR6	104	102	144
53342	HEATR9	1	0	0
112744	HEBP1	106	93	176
23765	HEBP2	689	774	1200
55540	HECA	248	180	330
84818	HECTD1	875	800	1345
54756	HECTD2	40	33	52
132014	HECTD2-AS1	0	0	0
400935	HECTD3	65	59	80
3606	HECTD4	213	187	297
10068	HECW1	0	0	0
8809	HECW1-IT1	0	0	0
8807	HECW2	1	0	5
29949	HEG1	3	10	20
3552	HEIH	104	75	111
3553	HELB	9	5	6
84639	HELLS	3878	3206	6280
3554	HELQ	61	65	118
7850	HELT	0	0	0
3556	HELZ	291	262	470
11141	HELZ2	49	27	64
26280	HEMGN	1	0	1
9173	HEMK1	70	54	76
8808	HENMT1	99	67	155
3557	HEPACAM	0	0	0
3558	HEPACAM2	0	0	1
50604	HEPH	0	0	0
53832	HEPHL1	6	2	3
53833	HEPN1	0	0	0
59067	HERC1	311	325	458
100996941	HERC2	232	198	305
50615	HERC2P10	2	0	0
283888	HERC2P11	1	0	1
50616	HERC2P2	0	2	2
58985	HERC2P3	2	0	1
116379	HERC2P4	0	0	0
51561	HERC2P7	0	0	0
149233	HERC2P9	1	3	5
11009	HERC3	56	60	77
64806	HERC4	164	124	242
55801	HERC5	4	1	10
246778	HERC6	9	4	2
9466	HERPUD1	310	201	541
3559	HERPUD2	185	122	192
3560	HES1	199	159	344
3561	HES2	42	41	59
3562	HES3	0	0	0
386653	HES4	484	495	574
133396	HES5	0	1	0
9235	HES6	91	81	136
90865	HES7	190	97	262
146433	HESX1	4	0	2
27179	HEXA	113	93	191
27177	HEXA-AS1	0	1	2
56300	HEXB	200	114	376
26525	HEXDC	16	12	15
27178	HEXIM1	417	306	700
3563	HEXIM2	1	2	3
3565	HEY1	15	27	35
259307	HEY2	0	0	0
3566	HEYL	0	1	0
3567	HFE	0	0	2
3568	HFE2	0	0	0
3569	HFM1	11	12	19
3570	HGC6.3	0	0	0
3572	HGD	116	97	232
3574	HGF	1	4	26
3575	HGFAC	0	0	1
3578	HGH1	31	41	35
3581	HGS	152	114	198
286676	HGSNAT	164	122	212
387597	HHAT	18	11	38
3608	HHATL	0	1	0
3609	HHEX	1	0	2
3611	HHIP	0	0	1
80895	HHIP-AS1	1	0	1
196294	HHIPL1	1	0	0
83943	HHIPL2	6	8	14
10989	HHLA1	0	0	0
55272	HHLA2	1	0	0
92856	HHLA3	14	7	17
3612	HIBADH	44	25	81
650747	HIBCH	84	74	144
3613	HIC1	3	3	5
55364	HIC2	68	53	136
3614	HID1	112	92	171
3615	HID1-AS1	0	0	0
3617	HIF1A	1087	1017	1540
50939	HIF1A-AS1	0	0	0
9118	HIF1A-AS2	1	2	2
255783	HIF1AN	317	277	467
100505573	HIF3A	2	3	4
388324	HIGD1A	430	314	717
3619	HIGD1B	0	0	0
8552	HIGD1C	1	3	3
8551	HIGD2A	271	205	409
64423	HIGD2B	5	7	8
3621	HIKESHI	52	60	128
3622	HILPDA	706	608	986
54556	HILS1	0	0	0
51147	HINFP	40	32	40
84289	HINT1	3132	2668	6973
27160	HINT2	478	451	723
3623	HINT3	300	269	462
3624	HIP1	320	298	465
285954	HIP1R	24	22	32
3625	HIPK1	267	198	408
3626	HIPK1-AS1	0	1	7
83729	HIPK2	913	712	1336
58493	HIPK3	402	293	581
11185	HIPK4	0	0	2
100526825	HIRA	79	61	65
54617	HIRIP3	114	127	179
83444	HIST1H1A	0	0	0
100532735	HIST1H1B	1695	1854	2468
125476	HIST1H1C	1913	1960	2387
54891	HIST1H1D	70	54	79
283899	HIST1H1E	1662	1518	1822
3628	HIST1H1T	0	0	0
3631	HIST1H2AA	0	0	0
8821	HIST1H2AB	39	37	20
3632	HIST1H2AC	7	3	4
3633	HIST1H2AD	0	0	0
3635	HIST1H2AE	39	41	43
56623	HIST1H2AG	4	10	11
22876	HIST1H2AH	55	59	62
27124	HIST1H2AI	4	6	3
51763	HIST1H2AJ	98	136	116
3636	HIST1H2AK	2	1	5
3630	HIST1H2AL	6	3	5
723961	HIST1H2AM	212	200	247
387755	HIST1H2APS1	0	0	0
3638	HIST1H2BA	0	0	0
51141	HIST1H2BB	6	4	9
3640	HIST1H2BC	69	74	80
3641	HIST1H2BD	87	100	131
10022	HIST1H2BE	2	5	3
11172	HIST1H2BF	28	25	26
3642	HIST1H2BG	4	0	0
84684	HIST1H2BH	0	0	0
3643	HIST1H2BI	0	0	0
3645	HIST1H2BJ	4	1	5
26173	HIST1H2BK	309	216	286
55174	HIST1H2BL	3	5	6
54973	HIST1H2BM	1	8	1
57117	HIST1H2BN	5	4	6
55726	HIST1H2BO	9	11	8
81556	HIST1H3A	20	12	8
57508	HIST1H3B	6	10	4
65123	HIST1H3C	15	9	12
92105	HIST1H3D	6	5	8
644619	HIST1H3E	0	1	3
80789	HIST1H3F	0	0	0
26512	HIST1H3G	0	0	0
100507398	HIST1H3H	4	8	9
203522	HIST1H3I	9	2	4
25896	HIST1H3J	0	0	0
55656	HIST1H4A	0	1	2
55756	HIST1H4B	8	4	6
27152	HIST1H4C	11150	10944	16205
27130	HIST1H4D	5	6	14
9807	HIST1H4E	16	12	19
51447	HIST1H4F	0	0	0
117283	HIST1H4G	0	0	0
26034	HIST1H4H	39	30	45
253430	HIST1H4I	1	0	0
51194	HIST1H4J	3	6	1
101180901	HIST1H4K	0	0	0
9670	HIST1H4L	10	10	10
79711	HIST2H2AA3	0	0	0
3843	HIST2H2AA4	0	0	0
100132815	HIST2H2AB	129	115	112
10527	HIST2H2AC	632	619	623
10526	HIST2H2BA	1	1	0
55705	HIST2H2BC	12	4	9
100873949	HIST2H2BE	145	154	229
3652	HIST2H2BF	48	32	30
64768	HIST2H3A	0	0	0
3653	HIST2H3C	0	0	0
9657	HIST2H3D	0	0	0
55721	HIST2H4A	0	0	0
23288	HIST2H4B	0	0	0
132141	HIST3H2A	7	3	4
389123	HIST3H2BB	1	6	3
401067	HIST3H3	0	0	0
389124	HIST4H4	2	0	0
101928999	HIVEP1	148	144	273
440956	HIVEP2	182	187	370
64799	HIVEP3	25	30	29
100506686	HJURP	507	486	775
654502	HK1	653	631	929
100505385	HK2	181	146	404
100874433	HK3	0	0	0
124152	HKDC1	1	0	3
8826	HKR1	52	46	111
10788	HLA-A	17	12	16
128239	HLA-B	126	86	190
9922	HLA-C	416	299	685
23096	HLA-DMA	3	0	4
440073	HLA-DMB	41	35	48
154865	HLA-DOA	0	0	0
104472848	HLA-DOB	0	0	0
3654	HLA-DPA1	0	0	0
134728	HLA-DPB1	0	2	0
3656	HLA-DPB2	0	0	0
11213	HLA-DQA1	0	0	0
51135	HLA-DQA2	0	0	0
3658	HLA-DQB1	0	1	0
3659	HLA-DQB1-AS1	0	0	0
3660	HLA-DQB2	0	0	0
26145	HLA-DRA	0	0	0
359948	HLA-DRB1	0	1	1
64207	HLA-DRB3	0	0	0
3661	HLA-DRB4	0	0	0
3662	HLA-DRB5	0	0	2
3663	HLA-DRB6	0	0	0
3664	HLA-E	35	31	54
3665	HLA-F	0	0	1
3394	HLA-F-AS1	4	0	1
10379	HLA-G	0	0	0
56269	HLA-H	1	0	1
345611	HLA-J	0	3	10
126298	HLA-L	6	8	12
3667	HLCS	146	111	227
8660	HLF	0	0	2
8471	HLTF	969	980	1658
79192	HLTF-AS1	0	0	0
153572	HLX	4	2	1
79191	HLX-AS1	0	0	0
50805	HM13	596	454	730
10265	HM13-AS1	18	14	22
79190	HMBOX1	92	79	167
81689	HMBS	130	137	170
122961	HMCES	286	106	410
23479	HMCN1	0	2	9
9636	HMCN2	0	0	0
3669	HMG20A	48	39	70
81875	HMG20B	3477	2491	3803
3670	HMGA1	213	126	214
64843	HMGA1P7	0	0	0
3671	HMGA2	69	48	90
57611	HMGB1	1264	1031	2025
140862	HMGB2	3631	2709	5791
100505536	HMGB3	231	180	397
145501	HMGB3P1	0	2	0
51015	HMGB4	0	0	0
79763	HMGCL	280	246	340
9798	HMGCLL1	0	0	0
91464	HMGCR	882	581	1373
57461	HMGCS1	3936	2944	6675
100534599	HMGCS2	392	313	656
51477	HMGN1	440	316	785
83737	HMGN2	501	488	765
81533	HMGN2P46	0	0	3
101927102	HMGN3	745	513	1002
55846	HMGN3-AS1	51	39	72
283440	HMGN4	125	78	156
3672	HMGN5	686	740	1333
8515	HMGXB3	242	189	295
22801	HMGXB4	501	570	728
3673	HMHB1	0	0	0
3674	HMMR	602	515	1034
3675	HMMR-AS1	3	5	2
3676	HMOX1	98	76	136
3678	HMOX2	169	189	193
3655	HMP19	0	0	1
3679	HMSD	0	3	3
8516	HMX1	0	0	0
3680	HMX2	0	0	0
101928153	HMX3	0	0	0
3681	HNF1A	9	11	25
3682	HNF1A-AS1	23	13	26
3683	HNF1B	0	0	0
3684	HNF4A	0	0	0
3685	HNF4A-AS1	0	0	0
3687	HNF4G	123	76	157
3688	HNMT	98	76	133
9270	HNRNPA0	839	738	1525
26548	HNRNPA1	913	745	1251
3689	HNRNPA1L2	68	54	104
100505746	HNRNPA1P10	16	14	34
3690	HNRNPA1P33	0	0	0
23421	HNRNPA2B1	4647	3351	7000
3691	HNRNPA3	181	112	291
3693	HNRNPA3P1	0	3	0
3694	HNRNPAB	2271	1861	2728
3695	HNRNPC	1007	939	1527
3696	HNRNPCL1	0	0	0
9358	HNRNPCL2	0	0	0
3697	HNRNPCL3	0	0	0
3698	HNRNPCL4	0	0	0
3699	HNRNPD	1896	1697	2749
3700	HNRNPDL	1192	868	1661
100873993	HNRNPF	2157	1204	2995
80760	HNRNPH1	1456	1145	2108
347365	HNRNPH2	9	10	11
3702	HNRNPH3	774	486	1419
55600	HNRNPK	2531	2172	4272
142683	HNRNPKP3	6	11	5
9452	HNRNPL	694	490	1187
9445	HNRNPLL	91	69	143
81618	HNRNPM	4123	3465	5832
3704	HNRNPR	1823	1645	2859
3705	HNRNPU	3349	2557	5175
319085	HNRNPUL1	832	750	1093
3706	HNRNPUL2	706	593	857
3707	HNRNPUL2-BSCL2	0	0	0
100506443	HOGA1	10	5	14
80271	HOMER1	36	37	51
3708	HOMER2	280	281	442
3709	HOMER3	52	34	56
3710	HOMEZ	32	39	59
85450	HOOK1	637	530	1041
150771	HOOK2	84	81	122
162073	HOOK3	398	391	725
6453	HOPX	5	4	14
50618	HORMAD1	0	0	0
3712	HORMAD2	0	0	0
3713	HORMAD2-AS1	3	2	10
10625	HOST2	0	0	0
55677	HOTAIR	22	11	27
389434	HOTAIRM1	78	63	108
284359	HOTS	0	0	0
390243	HOTTIP	0	0	0
126123	HOXA-AS2	0	0	0
100129669	HOXA-AS3	5	3	13
113177	HOXA1	8	4	8
79960	HOXA10	32	15	30
23338	HOXA10-AS	0	0	1
9767	HOXA10-HOXA9	0	0	0
182	HOXA11	0	2	0
3714	HOXA11-AS	0	0	0
84522	HOXA13	1	3	1
3716	HOXA2	5	2	7
3717	HOXA3	32	13	40
3718	HOXA4	4	3	5
152789	HOXA5	80	68	123
9832	HOXA6	28	15	29
153469	HOXA7	0	0	0
282973	HOXA9	0	0	2
58494	HOXB-AS1	2	0	2
83700	HOXB-AS3	7	3	14
120425	HOXB1	0	0	0
3720	HOXB13	601	561	933
100506681	HOXB2	1	0	0
221895	HOXB3	36	28	45
100128081	HOXB4	69	58	97
3512	HOXB5	219	178	245
122953	HOXB6	17	14	61
51528	HOXB7	72	85	153
221037	HOXB8	41	46	75
84989	HOXB9	12	9	19
65094	HOXC-AS1	41	20	37
23210	HOXC-AS2	7	2	7
100137047	HOXC-AS3	16	12	31
8681	HOXC10	138	122	185
339123	HOXC11	28	30	23
133746	HOXC12	48	35	47
9929	HOXC13	43	39	82
126119	HOXC13-AS	4	2	7
56704	HOXC4	51	45	89
57158	HOXC5	9	7	26
57338	HOXC6	731	542	825
84502	HOXC8	102	87	119
51155	HOXC9	151	163	308
90861	HOXD-AS2	0	0	0
