	count_sam11 sicontrol	count_sam15 siCDCA2	rpkm_sam11 siControl	rpkm_sam15 siCDCA2
PIK3CD	69	62	3.08780448	2.186859238
GTF3C4	720	1034	19.19893141	21.73169179
EBNA1BP2	421	889	62.0850706	103.3321063
CD99L2	550	414	35.5622396	21.09867552
SF3B6	509	927	159.8606743	229.4732307
LINC01167	0	1	0	0.315987378
EPHX1	605	667	61.73562833	53.64568186
LINC00472	7	1	0.17719273	0.019951534
GOLGA8S	1	0	0.044397969	0
CBX5	1415	1084	28.87312119	17.4339186
FAM131B	0	2	0	0.085932632
ALDH4A1	163	164	11.02202825	8.740699728
STK39	187	237	13.83060467	13.81580977
F2RL2	4	2	0.282468967	0.111318971
PCDHB19P	0	0	0	0
NDUFB5	807	717	184.5252536	129.2200395
SAPCD2	197	279	12.44530783	13.89223298
WDHD1	433	635	17.38220229	20.09181018
PCDHGB4	1	0	0.052720776	0
CDK5R2	3	9	0.287357424	0.679472859
MIR424	1	0	2.470882881	0
B3GNT4	9	30	0.746597705	1.961524937
TSNAXIP1	0	1	0	0.069276362
ZNF536	0	0	0	0
CD80	0	0	0	0
SNORA8	5	4	8.71030656	5.492269824
TES	526	815	44.56580503	54.42545373
LAT	0	3	0	0.310335571
CXADRP2	2	2	0.196947151	0.155230888
PISD	79	351	5.309346452	18.59300253
TRIM36	32	42	1.476503185	1.52743289
LINC00525	1	1	0.203827039	0.160653515
LOC102724434	1	3	0.119519508	0.282610626
RCN1	413	317	39.74821691	24.04668971
DNAJC8	389	433	53.39852449	46.8485323
MFSD3	175	292	26.46823324	34.80953273
FAM151A	1	2	0.122234489	0.192686902
MIR3175	0	0	0	0
TMEM171	4	11	0.7650759	1.658309747
MIR3929	0	0	0	0
HRAT17	0	0	0	0
LINC00294	8	16	0.586133791	0.923964303
ABR	269	336	6.399824574	6.300623154
GLUL	976	1271	27.60600465	28.33529429
DPH2	150	439	13.46754852	31.06635122
TTC30A	78	48	4.045283518	1.9621131
FOLH1	0	0	0	0
IREB2	670	829	22.39930554	21.84453072
IFNA1	0	0	0	0
KCNJ10	4	2	0.182545437	0.071939833
CEACAM5	0	0	0	0
OGDH	788	878	39.4238553	34.62229307
RASSF2	89	45	3.955045053	1.576167542
OSR2	10	15	1.138977057	1.346587792
ZNF724	5	7	2.1315715	2.35210323
LMO1	2	11	0.297294687	1.288778478
ATG4D	74	138	8.732379462	12.83537034
METTL21A	145	232	10.27245341	12.95455802
UCKL1-AS1	1	0	0.067225575	0
CNBD2	0	1	0	0.046078314
PHF3	22	106	0.575542728	2.185693161
PANK4	41	99	3.705863164	7.052923203
LINC00242	0	6	0	0.473589023
TACR1	0	3	0	0.11467437
TIMMDC1	370	686	56.24244399	82.18924934
LINC00346	54	50	2.068318919	1.509462009
BOC	13	15	0.559130513	0.508498338
DUS4L	137	186	13.93868637	14.91566639
C16orf86	9	8	1.717351223	1.203192286
RAB3IP	293	243	6.940807186	4.537086623
HOXD8	4	5	0.368423769	0.362982838
DHFR2	51	52	2.96648394	2.383985484
ARHGEF6	3	6	0.13164907	0.207527774
RBPMS-AS1	11	22	2.930265947	4.619186227
FABP5P3	1	0	0.283212307	0
SDSL	60	175	10.24597415	23.55420724
BEGAIN	4	1	0.345060951	0.067993009
TYW3	147	138	10.02973761	7.421296123
FBXO44	17	46	1.167136626	2.489195723
WDR48	182	174	9.773933704	7.365049787
MAD1L1	33	69	2.39246564	3.942841308
HENMT1	77	104	9.135366106	9.725165675
INTS6	240	233	6.255669039	4.786817621
UTP14A	48	105	4.540247295	7.828093562
ERI3-IT1	1	7	0.216202252	1.192852352
FAM213A	314	288	31.68083668	22.90276517
GRHL2	0	0	0	0
GPR132	0	1	0	0.049316893
NUP133	388	461	22.53065964	21.09946991
SCP2	457	408	29.90836776	21.04578421
TMEM57	48	47	2.922563006	2.25553173
RUNDC3A-AS1	10	9	0.476572569	0.338064827
RCC1L	75	76	5.074319413	4.052831686
DOCK9	154	150	4.634095246	3.557655829
VSTM5	0	2	0	0.633022807
CLEC16A	67	113	2.288590351	3.042286716
RIF1	369	421	8.778079061	7.893755227
PTPRQ	0	0	0	0
TNFSF11	2	0	0.177591876	0
STX5	237	550	30.65637062	56.07425588
XPO1	2670	1480	133.8573944	58.48187102
ZNRF2P1	5	19	0.595247105	1.782827508
RBM17	307	546	18.76773097	26.3084023
CCDC144CP	1	0	0.057599078	0
TTC33	429	443	18.86684673	15.35586174
CDS1	112	127	5.976291429	5.341286866
OR56B4	0	0	0	0
SLC2A14	2	4	0.106602035	0.168044355
KHDC1L	0	1	0	0.301035294
C9orf85	51	92	9.391233948	13.35268945
UNC119B	523	1057	28.75627412	45.80726381
NEMP2	116	88	7.723122517	4.617916173
COMMD7	147	166	18.62665557	16.57883751
SP5	13	22	1.61679753	2.156569225
ZNF239	39	139	3.510674488	9.862095285
MYO3B	1	0	0.038043444	0
POLR3F	47	102	4.897111253	8.376656795
ZNF883	168	133	17.09988052	10.66998657
GLIPR1L2	4	0	0.276817974	0
TEKT4	0	2	0	0.172097724
NAP1L4	414	620	39.81281186	46.99402437
VCPIP1	443	275	13.12021886	6.419459822
CYP4B1	0	0	0	0
CCL5	12	71	2.216444141	10.33623396
PAPOLG	149	190	4.884894643	4.909654957
TNFRSF8	1	1	0.065693576	0.051778724
C5orf34	85	111	8.125722227	8.363623284
RP9P	25	67	4.667434895	9.859196004
LOC101928424	1	2	0.335382995	0.528688023
URB2	264	590	11.28848347	19.8843832
RCC1	264	376	21.11882455	23.70730014
MAPK4	2	1	0.102257822	0.040299066
AGXT2	0	1	0	0.079325177
FBXO15	14	10	1.832460169	1.031656089
TSPAN2	111	82	8.368077205	4.872423058
SRD5A1P1	43	73	4.83169395	6.465204397
BDH1	31	44	2.034844726	2.276411103
CCDC47	522	821	36.97001599	45.83009213
LOC284648	3	5	0.487543334	0.640457639
BNC1	394	573	19.33246805	22.16022364
LOC339803	98	65	9.280547201	4.851648207
TMEM121	37	76	4.801404785	7.773357237
HOXD-AS2	0	2	0	0.551608024
IGSF1	0	0	0	0
IGFN1	1	3	0.020503516	0.048481721
SMG1P3	3	19	0.143792472	0.717789222
RBPMS2	61	154	6.744720486	13.42095067
CYP1A1	20	30	1.803698491	2.132473479
UBXN6	612	735	74.35708565	70.38606956
KDELC1	42	79	4.520068418	6.701179437
NAT2	0	2	0	0.289835044
RPL13P5	10	14	3.880553243	4.282034085
ZNF571	25	50	2.052089173	3.234853837
YPEL1	13	9	0.666928981	0.363921057
CHRNE	0	3	0	0.232751679
SLC44A3	76	52	7.141302173	3.851195798
LINC01509	0	0	0	0
ZNF677	15	28	0.961662122	1.414873852
RPS9	1204	2219	304.3261095	442.0775566
KIAA0586	146	121	5.12145332	3.34544713
DNAH8	0	1	0	0.013037528
LDHAL6A	1	0	0.093746234	0
WDR86-AS1	0	1	0	0.201964419
TMED1	137	211	17.77817447	21.58129444
GLUD1P3	5	3	1.351264076	0.639028046
DPY19L2P1	2	14	0.172101295	0.949534211
PABPC3	796	987	79.3530802	77.55259098
FAM229B	41	58	3.716962717	4.14439155
AMHR2	0	2	0	0.20489144
TNC	473	967	13.31805873	21.46024604
BBOX1	0	0	0	0
C9orf72	44	55	2.3354772	2.300986563
LSM7	263	417	122.4702604	153.0521326
C1orf61	2	0	0.271769385	0
GABBR2	0	2	0	0.06594899
ZNF44	21	42	1.819998915	2.868993489
LOC101926941	3	6	1.229170164	1.937628187
CENPF	351	234	8.254995081	4.337644918
MCTP2	237	242	6.671556127	5.369360972
PFN4	6	18	0.945884853	2.236598161
MPC2	458	462	43.95683997	34.94873004
PACERR	0	0	0	0
VAMP8	201	211	62.72094201	51.89522605
LINC00238	0	0	0	0
C19orf18	1	2	0.264641008	0.417172407
SPACA6	4	5	0.457960326	0.451197107
ACP2	125	274	13.06922077	22.57972674
CALML6	0	0	0	0
ETFA	593	187	106.0508772	26.35904164
LOC101927751	6	11	0.183978616	0.265850341
KNDC1	18	20	0.643531286	0.563580028
RAC2	95	124	15.22430154	15.66260137
RETSAT	300	246	21.94018626	14.18020797
UBR5	471	541	10.47974015	9.48757692
TCEANC2	54	80	1.743687453	2.036072824
LMX1B	5	6	0.207672832	0.196421657
C20orf196	11	11	1.240042712	0.977383678
PDCD11	223	285	8.416252258	8.477878315
LOC100505666	40	54	5.275523363	5.613422835
SF3B5	451	791	148.1792152	204.8404257
KIAA0754	79	44	2.741019525	1.203278487
GATS	66	38	2.660064993	1.20714752
SHISA4	87	113	12.68317125	12.98420863
LINC00926	2	7	0.192485312	0.530999457
DCX	0	1	0	0.01970232
BREA2	3	7	0.724989588	1.333327979
KCNH6	0	2	0	0.093856099
NKD2	48	82	5.614991823	7.560494137
SFTPC	0	0	0	0
MFSD13B	0	0	0	0
SLFNL1-AS1	0	4	0	0.15904698
DDX19A	123	190	8.928064224	10.87011736
NBEAL2	141	295	3.867541873	6.377733465
TMEM33	846	781	26.54606167	19.31564467
LINC01001	0	0	0	0
ABHD17A	83	123	11.71221524	13.68026474
GJB2	19	50	1.972891906	4.092117847
PHPT1	295	455	44.14908783	53.67098347
AKAP10	289	485	17.11010879	22.63211309
NADK2	234	200	13.59786087	9.160373236
TTC23L	2	3	0.199379598	0.235722161
CUL5	526	449	19.94192434	13.41702098
ANKHD1-EIF4EBP3	0	0	0	0
C21orf33	377	366	42.59880492	32.59609601
DSCAS	0	0	0	0
PRF1	0	0	0	0
HORMAD2-AS1	22	32	4.624325948	5.30156601
CRYBA4	0	0	0	0
LHX1	47	82	3.317075649	4.561417331
LINC00334	0	0	0	0
ANKAR	6	15	0.329003427	0.648289322
ZNF818P	5	4	0.383750432	0.241973219
ARTN	6	21	0.74736581	2.061720115
OLFML2B	6	11	0.384970624	0.556285146
IFT20	50	83	9.8194048	12.84759062
LOC644762	421	459	63.16213502	54.27699923
LPAR4	0	0	0	0
ZNF700	41	40	3.42227074	2.631594297
FAM66C	9	5	0.667274556	0.292186737
IL1RN	1	3	0.114598449	0.270974505
WBSCR27	15	37	3.905589071	7.593210673
C12orf60	6	21	1.290301185	3.559488369
MYC	395	1680	40.42598324	135.5193205
NKAIN3	3	1	0.228583879	0.060055499
LYG2	0	0	0	0
ATP8B4	0	5	0	0.162182509
SH3YL1	149	128	4.990294859	3.378923399
RERE	134	190	3.899487321	4.357975185
CCDC174	36	143	2.945025272	9.220426291
KRT19	2016	2802	331.8609035	363.5483118
MRPS12	395	1001	72.29620283	144.4045599
RIMBP2	0	0	0	0
HIST1H2BC	34	31	18.79676201	13.5080997
FAM234B	155	266	7.967036928	10.7764373
ARHGEF7	185	226	4.586108378	4.415800682
RIC1	196	423	6.808308476	11.58115725
HRH2	0	0	0	0
ATG4A	34	34	2.632027417	2.07452583
CRAT37	0	0	0	0
DDX6	700	609	26.82002621	18.39106538
HELZ2	331	1987	7.912972545	37.44018362
MYO1H	1	1	0.056868606	0.04482301
DNAH11	18	15	0.313661298	0.206019405
ISOC2	157	184	32.52096152	30.04069568
FIZ1	44	84	4.005431197	6.027043465
LOC101929084	0	0	0	0
PSMG3-AS1	37	33	1.477964587	1.038974005
PDE7B	0	0	0	0
C12orf57	436	542	97.03665786	95.07734926
LOC400794	0	0	0	0
INO80E	156	318	17.39975011	27.95593169
PDE7A	122	270	4.316463432	7.529401172
SUGT1P1	10	29	3.148849446	7.197444623
OTOA	0	0	0	0
ZNF445	54	79	1.275823223	1.471134133
B4GALT6	488	396	19.61611934	12.5463355
GALNT2	2025	1779	94.18876447	65.21964917
ZNF474	0	1	0	0.097177381
RPL31P11	173	113	27.06159455	13.93202231
AACSP1	0	0	0	0
DKFZP434H168	0	0	0	0
CRB2	0	1	0	0.030852954
C1orf204	2	4	0.193639762	0.305248103
COA4	308	710	91.39844227	166.0637589
TP63	1	2	0.034508554	0.054398283
VMP1	908	913	51.81924165	41.06808193
UACA	140	131	4.66820616	3.442878726
TROAP	178	251	15.11293162	16.79696721
LINGO4	0	1	0	0.071562196
BBS12	27	66	1.904998865	3.67031493
ANGPTL1	0	0	0	0
LINC01234	0	0	0	0
RAB2A	1031	731	65.49136007	36.59916347
YPEL5	763	558	70.59908161	40.69463432
SCAP	352	503	19.97084721	22.49314839
NUDT6	23	46	4.056351067	6.394314139
ISLR	0	2	0	0.160047276
AP1M1	308	652	31.19244203	52.04448239
PDCD7	142	215	12.06061248	14.39288703
HOXD9	18	32	2.312274484	3.240002145
KCNMB2-AS1	0	0	0	0
AK4	545	216	17.92094713	5.598177254
VPS29	605	809	105.1677287	110.84193
FAM222A-AS1	1	5	0.278970648	1.09940309
RASGRP1	20	28	0.963192213	1.062843783
AOC3	4	6	0.233169497	0.275671223
SARDH	2	8	0.13912469	0.438624249
TUSC1	0	0	0	0
CSAG1	0	0	0	0
DIS3L2	28	62	1.371379981	2.393425432
CRTC2	255	498	23.05726781	35.49158904
FAM127B	103	199	19.81023972	30.16713177
CHMP4B	402	841	59.10315847	97.45610961
LOC389705	1	5	0.262347262	1.03389153
CLDN12	715	646	47.25293764	33.64989605
ZBTB7A	328	568	12.066858	16.47013397
NDUFA12	476	689	197.7045363	225.5575357
ANKFN1	0	1	0	0.078671219
SNRPA	422	1007	62.72917891	117.9818115
RBBP6	156	213	5.206016743	5.602592085
LINC01500	0	0	0	0
MIR4740	0	0	0	0
MRPS22	275	289	59.34963784	49.15997573
SIGLEC16	0	0	0	0
CABYR	73	68	7.353034997	5.398599665
CCNI	1110	1315	143.503812	133.9968686
CPT1A	85	229	3.752498524	7.968297209
HIST1H3J	1	1	0.506582683	0.399281122
TP53	652	861	50.96176004	53.04304069
HBP1	150	120	12.59867442	7.944073939
GKN2	2	1	0.605366306	0.23857047
UHMK1	3617	1949	101.1600799	42.96362642
HPCAL4	77	94	3.741778491	3.600341035
TYRO3	158	288	8.905761298	12.79484087
ELL3	43	39	4.9277333	3.522668565
HIST1H2AL	0	0	0	0
LOC105372383	0	0	0	0
MIR92B	0	0	0	0
GSS	437	826	35.30798474	52.60172402
RAD51	106	261	10.60641792	20.58409679
GJB3	117	173	12.04555405	14.03833041
CEP63	68	34	2.44193438	0.962348628
CD22	8	14	0.587912649	0.810922388
HAPLN1	0	0	0	0
SLAMF9	1	1	0.20946931	0.165100672
SDR9C7	0	0	0	0
TMEM187	76	104	11.03967349	11.90705647
ZNF195	57	89	3.727343175	4.587150283
LIPF	0	0	0	0
CYP26B1	74	149	3.933020776	6.241791062
KLLN	13	11	0.736007667	0.490862787
RPL5	2104	2907	494.1574036	538.1372319
LRRC56	6	4	0.523748787	0.275207464
LOC100507424	1	2	0.276107779	0.435248293
PGD	910	801	86.58284297	60.0691385
ENTPD6	123	253	6.148642083	9.968345009
UNC79	3	2	0.067381464	0.035406062
HSD3B7	304	371	30.95565299	29.77616301
FAM122A	122	162	7.625677783	7.9810875
MIR4720	3	3	9.558415357	7.533804331
ARHGEF17	108	158	3.347219303	3.859632339
CYP2U1	121	103	6.165767931	4.136828023
DUSP12	247	482	46.94677475	72.20782843
DIO3	0	0	0	0
UBE2C	495	695	95.2045501	105.3575708
ZNF792	37	72	2.304377914	3.53437734
THRB	29	19	0.913879379	0.471924929
RINT1	196	193	15.94782204	12.37744645
ARMC7	95	96	8.151637004	6.49263364
CDC42EP3	676	726	27.75365363	23.49300259
TOLLIP	97	210	6.074014138	10.36458212
U2AF1L5	0	0	0	0
TOMM20	1512	1499	108.1611645	84.51808218
C10orf11	30	38	4.557337309	4.549901068
RPS24	3243	4659	265.1185591	300.2025177
ZNF101	19	24	0.968994087	0.964733158
SMIM19	182	225	28.23232996	27.50972754
GTF2IP12	6	2	1.547262124	0.406509854
ZRANB1	420	504	20.57902456	19.46410637
TMEM204	0	0	0	0
LOC100506497	0	0	0	0
C9orf135	0	2	0	0.299852909
GTF2E1	111	142	8.861939988	8.935577133
LOC388942	0	0	0	0
CD55	275	422	19.21797797	23.24426864
COMMD1	84	128	23.67905457	28.43959974
SUFU	140	236	6.341285659	8.425384367
AFF1	180	162	4.483272375	3.180285227
ZNF12	189	151	9.039244071	5.692141583
ATP6V1A	549	492	28.94370581	20.44444528
HELQ	53	93	2.510517544	3.472152387
CTAGE15	0	0	0	0
ABHD12B	8	7	1.134175749	0.782198264
ZNF680	72	43	3.549378992	1.670770396
FZD3	156	120	2.739889569	1.661185549
THAP6	61	122	3.314098691	5.224249028
FBXW11	1028	1061	53.67111363	43.66076225
LOC729603	27	19	2.088136731	1.158183057
TMEM139	14	9	1.344191639	0.681089369
NDUFV2-AS1	6	7	1.719383591	1.581058739
IFITM2	246	573	81.60006097	149.8091831
F11R	1634	2136	81.91871999	84.40356521
TENM3	1	1	0.022227513	0.017519403
MIR186	0	0	0	0
LINC01185	0	0	0	0
LOC100129924	0	1	0	0.194157046
AMBP	0	0	0	0
ZNF367	333	303	21.78141328	15.62114588
ADAM10	1098	750	52.81622598	28.43509779
GPR34	0	0	0	0
COX7C	885	1001	526.5348214	469.4035203
CCM2	263	403	29.34771216	35.44475561
CEBPZ	442	899	32.16975139	51.57195142
CGREF1	62	107	5.564523494	7.569174304
ARHGAP8	0	4	0	0.44256551
HOXA-AS2	8	8	1.848446736	1.456918904
MYOT	3	3	0.319735725	0.25201106
STK35	130	236	4.910161895	7.025753365
LOC283028	0	2	0	0.095047996
PTEN	841	465	22.98219448	10.01559813
SLC27A1	51	76	3.43613596	4.035916696
OR2B6	0	1	0	0.202607618
LOC100128006	0	1	0	0.051209116
C8orf86	0	0	0	0
GARNL3	19	45	1.128749736	2.107099347
COQ4	142	295	21.81777042	35.72501969
SGSM1	6	6	0.23724349	0.186991878
CAPSL	0	0	0	0
HS2ST1	538	294	17.93184157	7.723575314
SBF2	91	140	2.962136515	3.591866204
HSPE1	93	129	23.63024825	25.83470362
KLHL3	4	12	0.122995059	0.290828764
IQCK	52	62	3.616203091	3.39836167
PTPN18	115	150	7.589765624	7.802795437
PPIL2	69	100	4.073161883	4.652763929
STK26	289	340	20.97732163	19.45178896
KCNS1	1	2	0.042979503	0.067751642
CARD16	0	0	0	0
HMCES	239	358	31.14801876	36.77426412
GPAA1	667	1641	78.13823436	151.5216805
MTSS1L	276	560	13.42825802	21.47469776
SNORD50B	0	0	0	0
GFI1B	0	0	0	0
TNFRSF25	3	4	0.379738404	0.399072402
CPNE2	235	291	25.42646683	24.81644572
SP3	487	500	17.6139442	14.25365021
UBE2D1	301	162	27.45239293	11.64547381
FBF1	10	62	0.51751768	2.528979554
AHI1	40	63	1.642228026	2.038648985
PUF60	619	1244	72.58532559	114.9759478
ACKR1	0	0	0	0
ZNF350	6	19	0.620623295	1.549026549
ARGLU1	100	120	13.82904183	13.0798202
LINC00987	23	26	1.079126141	0.96149308
MYEOV	574	1675	55.73059497	128.1814076
CARNS1	4	4	0.244037815	0.192347066
LINC00936	3	3	0.242308061	0.190983699
KCNMB4	17	14	0.871215001	0.565500374
LIN7B	4	10	1.282895483	2.527899025
MKL2	190	185	5.218675051	4.005039659
LACTB	243	267	15.49686725	13.42076705
NDUFA8	326	508	58.38740111	71.7123071
FZD4	31	43	1.015220746	1.109930239
MAP3K9	226	510	4.70510825	8.368734585
PCDH1	7	13	0.30187456	0.441875849
TLE1	179	380	10.43684746	17.46338142
PTPRH	23	56	1.417864057	2.720966669
CORO2A	122	135	5.129688441	4.473973053
GUCY2D	2	3	0.133671831	0.158037298
GNG11	83	90	21.06725509	18.00531853
LOC101928602	0	4	0	2.068903809
TRIP6	358	971	49.47971176	105.7771355
SEPT4-AS1	2	0	0.741643254	0
UBE2O	116	226	5.245377516	8.054816258
MR1	92	103	2.7930642	2.464669855
LINC01301	3	4	0.208447509	0.219060403
LOC105369632	2	2	1.201719714	0.947178047
LRCH3	29	49	3.045207784	4.055491085
RAG1	22	15	0.809608433	0.435082925
SNORD24	1	1	3.228620298	2.544751685
IMPG1	0	0	0	0
FAM134C	265	175	16.84663387	8.768670482
TP53INP1	60	16	2.570557562	0.540286982
TDP2	508	464	63.90152383	46.00382267
LOC100506688	2	9	0.13770061	0.488401304
FLJ30679	0	3	0	0.289176328
ZDHHC5	652	480	34.62270452	20.09014488
LOC101928222	2	13	0.421124387	2.157506863
KRT8	1787	2340	191.044519	197.1761239
SPOCK2	4	3	0.154849894	0.09153783
EFR3B	73	103	2.307060315	2.565675642
DNMBP-AS1	0	2	0	0.143988213
CSRP1	885	1107	92.21156295	90.91136345
RHOBTB1	58	80	2.930821848	3.186250023
NIPSNAP1	576	742	62.37763725	63.33427159
MEGF10	1	1	0.029791649	0.023481346
ZNF197	75	60	2.361944229	1.489320143
ZNF511	209	366	45.59335421	62.9310214
GRIN2B	0	0	0	0
IGF2BP3	68	68	3.959116019	3.120517815
LL22NC03-63E9.3	2	0	0.155821443	0
MRNIP	2	13	0.403241503	2.06588917
ZNF674-AS1	12	8	1.352773868	0.710824493
LOC102723665	5	5	0.662688895	0.522321774
C2orf88	24	21	1.299534109	0.896239692
SPSB4	2	11	0.166538186	0.721946403
SMDT1	108	109	16.64661007	13.24210377
ZNF500	24	38	1.014757558	1.266377214
HBEGF	89	307	9.139542193	24.8485613
CLHC1	5	10	0.22346486	0.352263522
FAM196A	2	0	0.109891773	0
ABLIM3	149	175	7.494771881	6.938069353
ADM2	51	117	3.062865238	5.538243065
UNC13B	260	313	9.756407224	9.257406758
HIST1H3A	0	2	0	0.813886466
LOC375196	2	6	0.458176958	1.083385296
CELF6	1	0	0.067733293	0
ARL15	124	57	12.0781049	4.376031156
LOC102723809	0	0	0	0
STAB1	0	0	0	0
DPRXP4	0	0	0	0
ABCB4	1	1	0.060718787	0.047857667
HECW2	18	15	0.6019386	0.395366061
TMEM230	576	706	49.49481792	47.81568549
SNORD42A	0	2	0	6.058932583
ATOH1	0	0	0	0
NTN1	58	62	2.358834111	1.987419438
PXDN	47	69	1.661685874	1.922775583
HSPD1	1112	1549	110.5365078	121.3614643
KLF10	301	1188	20.27993969	63.08775046
RMI2	329	439	54.90434587	57.7435901
SUPT20H	159	291	10.84543579	15.64484663
CABLES2	88	108	5.629826676	5.445835839
LOC100505920	1	0	0.24963559	0
ASPRV1	1	1	0.111382945	0.087790422
SLC26A8	0	0	0	0
PART1	0	0	0	0
SMIM24	6	7	1.600087152	1.47135973
ACTRT1	0	0	0	0
MYO5C	126	174	4.374259759	4.761148314
ADORA1	120	233	9.954636069	15.23451034
CDC14A	64	71	2.726011861	2.38360646
SERINC3	1285	582	67.96816978	24.2635236
IGLON5	1	1	0.078111781	0.061566573
PLS1	679	512	39.829818	23.6721087
EFNA5	229	171	10.39391821	6.117420874
PLD4	2	2	0.241422256	0.19028552
TTLL3	1	1	0.054171482	0.042697176
ZC3H13	134	123	3.318772016	2.401077457
LOC105371849	1	2	0.34791167	0.548437863
BAMBI	24	36	3.370949267	3.985399971
NCF4	0	0	0	0
IRX3	10	14	1.049161709	1.157707656
LOC102723640	1	1	0.384359559	0.302946629
SPATA12	2	10	0.200701635	0.790950586
TMEM217	9	10	0.752267415	0.65880696
MANEAL	99	146	7.715643938	8.968468282
AGBL4	0	0	0	0
DCTPP1	536	1408	95.6451997	198.0293131
OSMR-AS1	2	0	0.737127922	0
EIF2B5	171	296	14.28814884	19.49395701
LOC101927476	0	1	0	0.063597593
WNT3	22	43	1.587846048	2.446147298
LOC440173	0	0	0	0
NFIC	479	794	14.20031638	18.55288478
APOD	0	0	0	0
GPIHBP1	1	0	0.106158055	0
CD81-AS1	0	0	0	0
SV2A	125	166	6.653839371	6.964642444
ZNF276	33	37	1.532572926	1.354370143
ZNF565	7	18	0.763525071	1.547484133
PIK3R1	129	135	4.077392166	3.363217701
SNX27	336	307	11.48358949	8.269994008
TTLL10	0	0	0	0
SAMMSON	0	0	0	0
KRT85	0	0	0	0
EPB41L4A-AS2	1	4	0.173209243	0.546084053
ZNF454	3	11	0.113382171	0.327676001
TBC1D9B	249	345	11.67366584	12.748393
TMEM240	2	0	0.433565841	0
TAT	0	0	0	0
IFT74	32	39	2.79534225	2.685208759
FBXL19	145	310	9.012126731	15.18621065
FGFBP1	44	13	7.845689974	1.827049258
PNLIPRP2	7	10	1.144514285	1.288699368
CD200R1	0	2	0	0.159246038
SNORD111B	0	0	0	0
PABPN1	35	39	2.732149672	2.399548252
C11orf58	511	635	31.08966657	30.45070327
GPR63	43	53	1.710299025	1.661528901
LOC101928358	0	0	0	0
PHF14	245	212	6.82220538	4.65289234
SPATA25	2	6	0.673564735	1.592681861
WDR87	0	2	0	0.041937239
CREB3L4	90	74	11.18172756	7.246470935
TAF11	119	138	18.44778243	16.86183095
CXCL9	0	0	0	0
ZNF24	1828	1642	67.9631265	48.11702288
PCDHGA4	1	1	0.049549114	0.039053893
CALY	0	0	0	0
FAM157A	0	3	0	0.449073827
LOC440896	0	0	0	0
GPCPD1	43	105	1.907364071	3.670987272
PLOD2	4615	3141	275.3156444	147.6915196
MEGF9	398	180	15.51921351	5.532068881
TMSB15A	6	16	2.181500202	4.585138171
FAM160A2	64	116	4.437966046	6.340017085
LPCAT2	74	58	3.325694628	2.054504423
LOC101927881	0	0	0	0
HYPK	0	0	0	0
KDM5D	102	95	4.425541172	3.248764694
KIAA0430	281	218	8.765061547	5.359614846
IGBP1	157	197	22.90180965	22.64982298
METTL2B	71	118	7.879194816	10.32128892
PRPF31	166	218	18.41334068	19.05940909
AMPD2	155	395	7.86519509	15.79804457
ZNF214	11	22	0.998355227	1.573778216
FGF12-AS3	1	2	0.417494004	0.658125436
ZFP92	3	9	0.580687104	1.373067456
SPHK2	29	144	2.170710711	8.495616136
SMG7-AS1	1	4	0.098674214	0.311094338
SIRPG	0	0	0	0
LOC105372071	1	0	0.63722769	0
RNF34	325	440	37.6363557	40.16107394
METTL12	30	98	5.25643681	13.53395433
WSB1	191	235	16.33120967	15.83730524
RBM4B	59	89	7.747638189	9.211614695
PRDM15	16	21	0.498115757	0.515297493
SGF29	13	53	2.734930314	8.788347479
STAR	1	2	0.089850287	0.141637385
SHOX2	7	3	0.5259155	0.177650986
GSPT1	1106	1434	34.44996832	35.20556261
RIT1	230	315	15.99933931	17.27082981
ASXL3	0	0	0	0
SLC35B3	120	150	11.62768415	11.45596497
SMOC1	19	10	1.244127616	0.516107021
PLTP	17	32	1.850940144	2.746134912
EIF3IP1	111	195	27.23228367	37.70718682
GIPC1	1086	1805	135.1341846	177.0276256
EPS8L2	248	309	19.11885946	18.77574667
MC5R	0	2	0	0.289395567
PLCB4	28	58	1.198321426	1.956463385
C9orf106	0	0	0	0
DTD2	283	191	25.56994994	13.60207757
ANKRD18A	26	32	1.490485223	1.445881639
EPHB2	27	66	0.592259816	1.141092566
CLK1	57	94	3.637941955	4.728650337
SPEM1	0	0	0	0
ITGA4	1	4	0.031603566	0.099637889
C2CD4A	0	1	0	0.05540098
DHRS7B	73	205	8.093725336	17.9146324
SLC24A3	0	0	0	0
FGF12	103	74	3.877054532	2.195456529
SNORD83B	0	1	0	2.052219101
FBLN5	29	45	2.667014489	3.261882619
MFAP1	266	425	31.22199464	39.31844884
CTSE	2	0	0.217366717	0
CPA2	0	1	0	0.143609012
6-Mar	971	824	24.2471149	16.2179699
GAL	233	437	68.97327593	101.9611693
PICALM	1195	818	66.72010474	35.99735206
SHISA8	0	0	0	0
PCNX1	637	826	11.93957232	12.20275307
SNTB2	323	232	8.004638904	4.531642546
IL2RG	1	0	0.157853013	0
CTXN2	0	2	0	0.141637385
PXDC1	77	109	8.49830548	9.481925718
LINC01431	1	1	0.380733526	0.300088642
PHF21B	0	10	0	0.48183887
RALGDS	38	56	2.074761635	2.409911404
ST7-AS1	1	4	0.128255573	0.40435673
TRAT1	0	0	0	0
FNTB	3	5	0.257694064	0.338517872
ABHD3	270	223	26.11004834	16.99719326
LOC100507346	0	0	0	0
CCDC30	0	0	0	0
