"EdgeBetweenness","interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"408.0","pp","9606.ENSP00000346997 (pp) 9606.ENSP00000377060","false","pp","9606.ENSP00000346997 (pp) 9606.ENSP00000377060","0.071","0.0","0.0","0.852","0.0",,"0.0","0.915","0.431"
"12.0","pp","9606.ENSP00000358698 (pp) 9606.ENSP00000363826","false","pp","9606.ENSP00000358698 (pp) 9606.ENSP00000363826","0.0","0.0","0.65","0.234","0.0",,"0.0","0.953","0.84"
"408.0","pp","9606.ENSP00000347716 (pp) 9606.ENSP00000397552","false","pp","9606.ENSP00000347716 (pp) 9606.ENSP00000397552","0.129","0.0","0.0","0.621","0.0",,"0.0","0.985","0.96"
"408.0","pp","9606.ENSP00000347836 (pp) 9606.ENSP00000498603","false","pp","9606.ENSP00000347836 (pp) 9606.ENSP00000498603","0.393","0.0","0.0","0.488","0.0",,"0.0","0.86","0.586"
"408.0","pp","9606.ENSP00000347834 (pp) 9606.ENSP00000381531","false","pp","9606.ENSP00000347834 (pp) 9606.ENSP00000381531","0.049","0.0","0.5","0.053","0.0",,"0.0","0.813","0.634"
"1212.0","pp","9606.ENSP00000354340 (pp) 9606.ENSP00000400906","false","pp","9606.ENSP00000354340 (pp) 9606.ENSP00000400906","0.06","0.0","0.5","0.196","0.0",,"0.043","0.755","0.427"
"812.0","pp","9606.ENSP00000347836 (pp) 9606.ENSP00000354340","false","pp","9606.ENSP00000347836 (pp) 9606.ENSP00000354340","0.042","0.0","0.5","0.554","0.0",,"0.0","0.867","0.45"
"408.0","pp","9606.ENSP00000348020 (pp) 9606.ENSP00000498881","false","pp","9606.ENSP00000348020 (pp) 9606.ENSP00000498881","0.075","0.0","0.54","0.183","0.0",,"0.0","0.781","0.445"
"2388.0","pp","9606.ENSP00000354340 (pp) 9606.ENSP00000381717","false","pp","9606.ENSP00000354340 (pp) 9606.ENSP00000381717","0.091","0.0","0.5","0.345","0.0",,"0.043","0.822","0.473"
"408.0","pp","9606.ENSP00000348714 (pp) 9606.ENSP00000400906","false","pp","9606.ENSP00000348714 (pp) 9606.ENSP00000400906","0.0","0.0","0.0","0.625","0.0",,"0.0","0.752","0.365"
"408.0","pp","9606.ENSP00000348886 (pp) 9606.ENSP00000441875","false","pp","9606.ENSP00000348886 (pp) 9606.ENSP00000441875","0.574","0.0","0.0","0.227","0.0",,"0.0","0.866","0.627"
"408.0","pp","9606.ENSP00000400906 (pp) 9606.ENSP00000428968","false","pp","9606.ENSP00000400906 (pp) 9606.ENSP00000428968","0.047","0.0","0.0","0.734","0.0",,"0.0","0.905","0.656"
"408.0","pp","9606.ENSP00000349087 (pp) 9606.ENSP00000472998","false","pp","9606.ENSP00000349087 (pp) 9606.ENSP00000472998","0.763","0.0","0.0","0.0","0.0",,"0.0","0.763","0.0"
"12.0","pp","9606.ENSP00000352673 (pp) 9606.ENSP00000376423","false","pp","9606.ENSP00000352673 (pp) 9606.ENSP00000376423","0.0","0.0","0.0","0.0","0.0",,"0.0","0.818","0.818"
"2772.0","pp","9606.ENSP00000381717 (pp) 9606.ENSP00000428209","false","pp","9606.ENSP00000381717 (pp) 9606.ENSP00000428209","0.124","0.0","0.0","0.284","0.0",,"0.0","0.883","0.829"
"408.0","pp","9606.ENSP00000004982 (pp) 9606.ENSP00000248553","false","pp","9606.ENSP00000004982 (pp) 9606.ENSP00000248553","0.135","0.0","0.0","0.548","0.0",,"0.0","0.902","0.77"
"1712.5852258852256","pp","9606.ENSP00000402515 (pp) 9606.ENSP00000473172","false","pp","9606.ENSP00000402515 (pp) 9606.ENSP00000473172","0.075","0.0","0.0","0.401","0.0",,"0.0","0.823","0.706"
"12.0","pp","9606.ENSP00000354476 (pp) 9606.ENSP00000384513","false","pp","9606.ENSP00000354476 (pp) 9606.ENSP00000384513","0.0","0.0","0.0","0.06","0.0",,"0.0","0.921","0.919"
"507.67301587301637","pp","9606.ENSP00000248553 (pp) 9606.ENSP00000266000","false","pp","9606.ENSP00000248553 (pp) 9606.ENSP00000266000","0.047","0.0","0.0","0.798","0.0",,"0.0","0.964","0.83"
"20.0","pp","9606.ENSP00000354476 (pp) 9606.ENSP00000380837","false","pp","9606.ENSP00000354476 (pp) 9606.ENSP00000380837","0.301","0.0","0.75","0.0","0.0",,"0.0","0.914","0.551"
"2645.1322638831307","pp","9606.ENSP00000248553 (pp) 9606.ENSP00000348056","false","pp","9606.ENSP00000248553 (pp) 9606.ENSP00000348056","0.076","0.0","0.0","0.534","0.0",,"0.0","0.822","0.621"
